Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Number of counted days,Total no. of days in month
Jan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56571264516129,76.62203870967741,235.47766129032257,360.791341935484,400.6073612903226,377.9995806451612,320.27271935483867,263.72578387096775,151.1555806451613,50.78427516129032,2.319560129032258,0.0,0.0,0.0,0.0,0.0,0.0,31,31
Feb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57165111111111,128.9776333333333,282.00008148148146,404.343851851852,441.0627407407407,431.48611111111103,409.6169259259259,357.7764444444445,243.0309592592593,127.46099629629632,25.02085185185185,0.0,0.0,0.0,0.0,0.0,0.0,27,28
Mar,0.0,0.0,0.0,0.0,0.0,0.0,13.588862290322583,102.66117741935483,263.7065064516129,384.9167741935484,528.2104193548388,623.3789032258065,643.2353870967744,585.682,492.3394838709677,369.41283870967754,229.33860967741936,82.66811935483871,6.811306451612903,0.0,0.0,0.0,0.0,0.0,31,31
Apr,0.0,0.0,0.0,0.0,0.0,6.733613733333333,58.659173333333335,206.23954000000003,354.0925199999999,485.1735333333334,576.3983666666666,631.3881,628.6996,657.8310666666665,563.6883,394.6121666666667,243.33712999999997,110.75796666666666,21.56493333333334,0.2772074,0.0,0.0,0.0,0.0,30,30
May,0.0,0.0,0.0,0.0,0.02980722580645161,22.362700000000007,95.14132580645159,233.57671290322577,384.41738709677423,567.3251612903226,679.7732580645162,745.8588064516128,758.6340000000001,676.2681612903225,595.8414838709676,454.0858387096775,279.31462580645155,140.0372806451613,38.70011935483871,3.951181548387097,0.0,0.0,0.0,0.0,31,31
Jun,0.0,0.0,0.0,0.0,3.5310914285714285,32.445364285714284,115.48648214285716,277.86150000000004,446.03850000000006,568.2329999999998,755.2426071428573,822.241642857143,855.585857142857,807.3893214285716,660.6147142857144,527.5835000000001,379.25539285714274,192.877375,49.75582857142857,16.533889285714285,0.0,0.0,0.0,0.0,28,30
Jul,0.0,0.0,0.0,0.0,0.7700204666666666,22.640023000000003,93.08923333333334,226.58170999999996,398.27896666666675,556.5291666666667,677.5462,755.0146333333334,825.5894333333333,753.6629666666668,612.7782333333336,493.34293333333324,333.44173333333333,175.96003999999996,56.32625333333332,15.220866666666664,0.0,0.0,0.0,0.0,30,31
Aug,0.0,0.0,0.0,0.0,0.0,11.205989032258065,71.11057419354837,215.29396129032259,363.48393548387094,500.16796774193557,628.670935483871,697.4021935483871,720.5882903225807,698.1420967741936,621.6042258064517,461.316270967742,303.14513225806456,141.83997419354836,34.28100322580645,4.266366838709677,0.0,0.0,0.0,0.0,31,31
Sep,0.0,0.0,0.0,0.0,0.0,0.0616016,39.17673800000001,172.74756,340.1933533333334,497.8218333333333,626.8810999999998,638.6618333333333,688.7904333333336,563.2746000000001,485.93986666666666,354.18790000000007,213.7973266666667,72.54394999999998,4.0036938,0.0,0.0,0.0,0.0,0.0,30,30
Oct,0.0,0.0,0.0,0.0,0.0,0.0,15.514892709677426,111.28430645161292,262.1396709677419,397.59766774193554,470.2080322580644,487.66254838709676,498.8082903225806,434.84448387096774,379.42661290322593,236.49962258064517,99.72063870967744,14.828850225806447,0.0,0.0,0.0,0.0,0.0,0.0,31,31
Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.039301034482758616,32.62818793103449,133.56733103448275,222.2692724137931,304.44337586206905,352.9535172413793,317.0722275862069,295.77848620689656,220.77462068965517,123.19345517241379,31.910384137931036,0.038064482758620684,0.0,0.0,0.0,0.0,0.0,0.0,29,30
Dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.799080321428571,66.9324857142857,155.59501428571429,260.45509285714286,287.3072571428571,309.24281785714294,258.7012285714286,194.8747892857143,100.99362857142854,19.77260357142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,31
