Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Number of counted days,Total no. of days in month
Jan,-0.3733333333333336,-0.6833333333333336,-0.9833333333333335,-1.2933333333333332,-1.5566666666666664,-1.8233333333333335,-2.0866666666666664,-1.436666666666667,-0.8333333333333334,-0.2166666666666669,0.9433333333333334,2.0633333333333335,3.216666666666667,3.793333333333332,4.390000000000001,4.966666666666667,4.11,3.2500000000000004,2.3933333333333335,1.8166666666666664,1.2266666666666666,0.6466666666666665,0.27333333333333354,-0.11999999999999975,30,31
Feb,0.15384615384615358,-0.5153846153846151,-0.9769230769230763,-1.0653846153846158,-1.35,-1.5576923076923082,-1.7423076923076928,-1.576923076923077,-0.31923076923076926,1.3230769230769233,2.5576923076923075,3.7615384615384615,4.826923076923077,5.623076923076923,6.242307692307692,6.450000000000001,6.21923076923077,5.1692307692307695,3.4692307692307693,2.184615384615385,1.6653846153846152,0.9230769230769228,0.21153846153846134,0.15769230769230747,26,28
Mar,7.310344827586207,6.779310344827585,6.344827586206897,6.1482758620689655,5.944827586206899,5.589655172413794,5.272413793103448,6.1517241379310335,8.83448275862069,10.689655172413794,12.337931034482757,13.599999999999998,14.717241379310344,15.441379310344828,15.710344827586203,15.76206896551724,15.462068965517238,14.54137931034483,12.768965517241378,11.286206896551722,10.289655172413797,9.575862068965517,8.586206896551726,8.251724137931035,29,31
Apr,11.456666666666667,10.85,10.386666666666665,10.003333333333332,9.523333333333333,9.243333333333336,9.57333333333333,11.696666666666667,13.479999999999999,15.626666666666667,16.93666666666667,18.110000000000003,18.569999999999997,19.323333333333334,19.533333333333328,19.63333333333333,19.15666666666667,18.26666666666667,16.64666666666667,15.206666666666667,14.439999999999998,13.66,12.846666666666666,12.240000000000002,30,30
May,16.009999999999998,15.316666666666666,14.873333333333333,14.48333333333334,13.906666666666666,13.893333333333338,14.956666666666669,16.529999999999998,18.013333333333335,19.493333333333336,20.78666666666667,21.83666666666667,22.91333333333333,23.279999999999994,23.226666666666667,23.056666666666665,23.029999999999998,22.40333333333333,21.316666666666663,19.976666666666674,19.06666666666667,18.34,17.556666666666665,16.876666666666665,30,31
Jun,21.321428571428573,20.871428571428567,20.228571428571424,19.70714285714286,19.528571428571432,19.535714285714285,20.35357142857142,21.79642857142857,23.396428571428572,24.964285714285722,26.18214285714285,27.082142857142852,27.87142857142857,28.00714285714286,27.97142857142857,28.028571428571436,28.128571428571433,27.603571428571435,26.66071428571428,25.314285714285713,24.303571428571434,23.189285714285717,22.642857142857146,21.932142857142857,28,30
Jul,21.955172413793107,21.393103448275863,20.87586206896552,20.524137931034485,20.289655172413795,20.055172413793105,21.38620689655173,23.52068965517241,25.520689655172415,27.296551724137927,28.948275862068964,30.079310344827594,30.862068965517246,31.537931034482753,31.544827586206893,31.03448275862069,30.424137931034473,29.737931034482752,28.510344827586213,26.727586206896554,25.220689655172414,24.327586206896555,23.62413793103448,23.07931034482758,29,31
Aug,22.56333333333333,22.160000000000007,21.796666666666667,21.393333333333334,21.273333333333333,21.176666666666666,21.05666666666667,22.666666666666668,24.256666666666664,25.86666666666667,26.91333333333333,27.970000000000002,29.016666666666662,29.07333333333333,29.089999999999996,29.146666666666665,28.45333333333333,27.756666666666668,27.06333333333333,26.080000000000002,25.09333333333333,24.119999999999997,23.596666666666657,23.07666666666666,30,31
Sep,19.036666666666665,18.55,18.01666666666667,17.64,17.196666666666665,17.046666666666667,17.043333333333337,18.15666666666666,19.83,21.70333333333333,23.430000000000003,24.583333333333336,25.759999999999994,26.86666666666667,27.033333333333335,27.110000000000003,26.816666666666666,25.779999999999994,23.906666666666663,22.383333333333333,21.543333333333337,20.68,19.93,19.509999999999998,30,30
Oct,11.987096774193553,11.425806451612905,11.190322580645162,10.632258064516126,10.21290322580645,10.083870967741934,9.967741935483868,11.654838709677415,13.661290322580648,15.516129032258062,17.00322580645161,18.22258064516129,19.012903225806454,19.68064516129032,19.983870967741936,20.083870967741944,19.483870967741932,17.95483870967742,16.470967741935485,15.112903225806454,14.400000000000002,13.603225806451613,12.951612903225806,12.522580645161291,31,31
Nov,9.42222222222222,8.866666666666667,8.311111111111112,7.755555555555555,7.403703703703704,7.059259259259258,6.707407407407408,7.966666666666665,9.237037037037037,10.496296296296297,11.970370370370368,13.440740740740742,14.914814814814815,15.307407407407409,15.692592592592591,16.085185185185182,14.962962962962964,13.851851851851855,12.729629629629628,11.87777777777778,11.033333333333333,10.18148148148148,9.811111111111112,9.44074074074074,27,30
Dec,2.9344827586206907,2.7275862068965524,2.4965517241379307,2.203448275862069,1.8896551724137924,1.2068965517241375,0.6862068965517237,0.6724137931034482,1.4724137931034484,2.968965517241379,4.53103448275862,5.758620689655172,6.83793103448276,7.893103448275863,8.23103448275862,8.027586206896553,7.241379310344829,6.151724137931037,5.50344827586207,4.834482758620691,4.286206896551724,3.63448275862069,3.403448275862068,3.1620689655172414,29,31
