Date,Hour 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
01/01,194.72191253299755,206.9797129871607,210.18769726725648,212.23134111611546,218.98515210095204,207.51544063565413,179.2938501244844,180.05592699029955,162.8053707601227,150.93120756384184,154.8553556065731,154.17727283694117,149.20848085335274,141.96022386636736,136.78249643802386,142.6020650660771,154.3842269853897,161.75685561812972,170.8375822084511,165.89713302261632,175.5353059450712,178.39610917918446,186.0519030970349,186.22497640412203,Sat
01/02,192.9086479571815,199.8665030732825,203.04456005532126,194.94656649703197,189.9596688754666,344.1226994810411,239.00959968781729,213.99073426316477,193.03891100200775,178.9339070889142,177.6496834670945,171.66827546970484,161.9980332394667,154.3694357147351,142.77326649735093,139.15305402708057,148.24287953240741,150.9303423125136,143.33827252706826,139.65875035910383,155.62188751941514,153.62505782844968,159.45556966808996,155.684330184282,Sun
01/03,149.1696125067585,150.34052913611137,149.4749335045141,151.11793420009573,142.3477452732149,252.21645920498074,175.10348680737127,167.8688450864953,166.0611887282184,160.68666776943633,164.9274820197339,157.8006412632735,157.2757991977506,150.67883015112173,146.71957808219352,151.00742105241838,154.9206997712494,154.4463979429032,146.40959501889049,139.7245917295422,150.88002543985968,148.36253298476217,146.91396624912608,147.05495500962218,Mon
01/04,146.15040168439165,147.21802377565515,146.2515054444887,150.09043047959372,145.04648264922966,232.99958698459216,171.9756792220202,165.6054128672542,163.62561891561862,158.3925569596543,163.16082849914199,158.87919231906727,152.452839939585,146.28399900619343,136.15377538083547,132.57778890494714,140.8659578373352,142.82133730468874,142.46417328124855,136.96512061374438,148.9761154225225,146.96967362481425,148.6705115711161,147.00004046172197,Tue
01/05,144.01145123132648,148.2444150556403,149.75217262811447,149.8769372465436,149.69280262675954,237.8040843453425,175.0004705488026,163.24769051033067,161.0697840659332,152.09153022108126,153.78891706504507,146.9182953711674,142.83901165480322,132.24855813053568,124.87513409950537,124.10251896567082,131.52746550483778,137.67613700692107,138.67952316970522,133.51912763604918,145.533092500404,144.08211394174265,144.0793292751224,148.17531800728963,Wed
01/06,145.30758273602598,145.20491795452023,144.06219169319388,149.8042818053342,151.37778953985762,231.86038530071332,172.82265852256785,161.4411933686694,156.50326662355423,144.11744716249362,151.01337366136752,144.7530948270795,138.1280287815334,132.4776845087002,124.77330473489688,127.75875205558901,137.6385645205538,135.60997768354332,137.14868819764936,133.807380103519,142.86137490588354,139.0017343346249,143.4650034556858,141.530005943106,Thu
01/07,139.27681080984732,140.3065773886265,142.42029028932194,143.1154247194095,138.88426867746222,145.2774503361442,133.15669378537984,213.35166396883113,180.10166428911992,163.68808048580914,165.82904668595003,163.0405841890376,156.84189711066264,152.60681221911676,145.43765977666357,120.2938085946289,128.0655851217219,132.19586317843005,140.574043524909,132.20380095816742,147.71480938078238,145.78371896105364,144.28260737320682,144.91566930334434,Fri
01/08,144.66561424250185,146.5036549087726,146.2126669421088,150.56477713799285,149.7612412829739,151.62767654754026,141.12676639433644,141.68229102774671,140.1377830114196,135.11294541948445,137.8988649342999,137.652102085431,133.82968032781602,127.4146646287503,123.98494581645068,126.00363067226417,136.39867964497594,144.86026307195746,154.99297875853233,150.23277730893346,159.12780514248809,160.46974392259546,161.75470200955667,159.92793544807085,Sat
01/09,156.21972218207972,160.8199499075664,162.2042364412024,161.32995256142047,156.23810316345765,284.820001964228,191.75617767951874,179.6740177624048,175.5006630132153,168.95455046779503,170.75836362792603,165.18856294432408,158.43694360344506,154.12386181796123,147.64724249858787,153.60745974533,157.4183983352012,151.87632095297582,142.90088417827982,136.12268527176428,148.57009150594385,146.53405516584465,148.1788139352082,143.07297382070058,Sun
01/10,144.179296276118,145.57520077904627,146.80167332291072,145.4122181203696,142.4540530921868,235.97977083778432,170.28237382705314,161.7498428636835,164.34843558641043,157.17198810832534,162.2357160308552,155.06066470619442,151.08757391746587,143.04100725753983,132.74806287711465,137.0941326258809,144.74419971634862,144.8662381719636,141.84430956663144,136.2541040461447,148.4955474482311,146.84067522325844,148.95795582607866,144.7608209434466,Mon
01/11,148.28820357377893,151.04937132762578,152.91532196416975,154.7781077524355,149.27782773910207,236.51661127536096,173.23460602903612,161.82602726946902,160.00271507879495,150.63727098528207,155.39945444537128,148.0416573442401,146.66178093309892,138.8057401208435,126.42027404990777,129.0142970400012,135.69105558869677,138.32548640360187,140.4986408022911,138.10173808434428,155.53342787169456,160.60229278272234,162.67119375006928,160.2441045971842,Tue
01/12,164.84265349980203,167.0518384954674,169.0916564076237,172.75878002696842,168.4719152678975,243.80589567521895,184.94733414769834,166.6731165498849,158.39661872010132,147.51218148142792,151.5282573061718,145.7999261564214,138.56620966069625,132.8799910053685,120.60869077684964,124.0248397725179,131.87185465850567,133.2111705053955,136.34434089211763,131.98440624389588,144.24945662607075,142.44944144437625,144.186617303565,142.17449541432137,Wed
01/13,138.8638309699572,142.54916293472465,144.5963578962408,145.9142721394528,140.83553100032964,226.30127144037627,166.71177842051458,159.84059889576145,156.72790185473133,150.2141119074524,153.26415964357048,148.55383282086478,143.51854176037392,139.74320405529298,134.89613383617507,135.94445781368754,144.37879442925427,139.9389138584751,139.38963486736844,133.11339971354278,147.1303631768078,140.02309529385346,143.64396756478135,141.47256517252694,Thu
