Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Mar 31,0,0,0,0,0,3,21,122,439,602,742,845,888,738,658,456,194,87,8,0,0,0,0,0
Apr 1,0,0,0,0,0,0,76,286,514,711,853,929,934,867,734,545,320,103,2,0,0,0,0,0
Apr 2,0,0,0,0,0,0,73,267,491,547,826,665,869,795,659,413,282,86,2,0,0,0,0,0
Apr 3,0,0,0,0,0,0,89,305,530,723,861,935,939,873,741,555,332,113,2,0,0,0,0,0
Apr 4,0,0,0,0,0,0,28,89,155,209,247,267,523,250,214,162,97,35,2,0,0,0,0,0
Apr 5,0,0,0,0,0,1,40,109,152,207,580,266,524,249,490,159,94,35,2,0,0,0,0,0
Apr 6,0,0,0,0,0,0,32,127,381,620,811,945,907,696,652,477,270,120,4,0,0,0,0,0
Apr 7,0,0,0,0,0,1,93,303,528,721,859,933,936,869,735,547,324,109,3,0,0,0,0,0
Apr 8,0,0,0,0,0,2,77,63,194,147,208,940,943,875,743,556,334,116,4,0,0,0,0,0
Apr 9,0,0,0,0,0,1,40,289,489,698,814,931,934,866,733,545,322,109,4,0,0,0,0,0
Apr 10,0,0,0,0,0,2,46,212,361,493,683,921,922,853,718,528,307,102,4,0,0,0,0,0
Apr 11,0,0,0,0,0,2,67,99,392,217,254,273,274,179,346,167,139,39,3,0,0,0,0,0
Apr 12,0,0,0,0,0,4,120,340,563,752,887,958,960,892,759,573,350,129,6,0,0,0,0,0
Apr 13,0,0,0,0,0,6,134,358,580,767,900,970,971,904,772,587,366,142,8,0,0,0,0,0
Apr 14,0,0,0,0,0,4,103,309,534,726,865,937,938,868,732,541,316,108,5,0,0,0,0,0
Apr 15,0,0,0,0,0,7,141,367,590,776,909,978,978,910,778,592,370,145,9,0,0,0,0,0
Apr 16,0,0,0,0,0,6,105,309,364,343,408,938,873,819,661,535,297,113,6,0,0,0,0,0
Apr 17,0,0,0,0,0,9,129,220,127,717,803,956,858,810,674,537,341,141,9,0,0,0,0,0
Apr 18,0,0,0,0,0,9,128,321,550,730,777,960,960,892,762,580,363,143,11,0,0,0,0,0
Apr 19,0,0,0,0,0,10,44,218,351,328,442,856,819,647,630,490,334,145,9,0,0,0,0,0
Apr 20,0,0,0,0,0,8,42,105,287,341,258,635,914,546,701,503,289,41,5,0,0,0,0,0
Apr 21,0,0,0,0,0,8,62,254,418,459,907,955,954,885,753,567,347,132,9,0,0,0,0,0
Apr 22,0,0,0,0,0,10,37,107,261,223,579,572,277,258,476,169,179,101,8,0,0,0,0,0
Apr 23,0,0,0,0,0,15,88,95,148,191,220,235,281,262,226,175,111,46,10,0,0,0,0,0
Apr 24,0,0,0,0,0,11,78,105,195,435,337,775,923,756,706,478,293,123,10,0,0,0,0,0
Apr 25,0,0,0,0,0,16,170,397,619,804,934,1001,999,929,796,609,386,160,13,0,0,0,0,0
Apr 26,0,0,0,0,0,14,148,369,593,779,911,978,975,903,767,577,354,137,11,0,0,0,0,0
Apr 27,0,0,0,0,0,16,159,195,423,404,627,279,279,883,260,182,141,46,12,0,0,0,0,0
Apr 28,0,0,0,0,0,20,179,404,621,801,929,994,991,922,791,607,389,165,16,0,0,0,0,0
