Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Mar 27,6.1,6.7,7.8,7.2,7.2,6.7,7.8,8.9,11.1,12.8,14.4,15,17.2,18.3,18.3,18.9,18.3,16.7,12.8,11.1,10.6,10.6,10.6,10.6
Mar 28,11.7,10.6,10.6,9.4,9.4,10,11.1,13.3,16.1,20,21.7,22.2,22.2,17.2,17.8,18.3,17.2,16.1,16.1,15.6,16.1,15.6,15.6,15.6
Mar 29,15.6,15.6,15.6,15.6,15.6,16.1,16.7,17.2,18.3,20,21.1,22.8,23.9,23.9,24.4,19.4,19.4,19.4,18.3,17.8,18.3,18.3,18.3,18.3
Mar 30,18.3,18.3,17.2,16.7,15,15.6,16.1,17.2,20,21.1,22.8,23.3,24.4,24.4,25,24.4,23.9,21.7,20.6,19.4,17.2,17.2,17.8,15.6
Mar 31,17.2,17.2,17.2,17.2,17.2,15.6,16.7,16.7,19.4,22.2,24.4,23.3,25.6,26.7,26.1,26.1,25,22.2,19.4,17.8,16.7,15.1,13.5,11.9
Apr 1,10.4,8.8,7.2,5.6,4.4,3.3,5.6,10,12.2,12.8,14.4,15.6,16.7,17.8,17.8,17.8,17.8,16.1,11.1,8.3,8.3,8.3,7.2,6.7
Apr 2,6.1,5.9,5.6,5.6,5,5,8.3,12.2,17.2,18.9,20.6,21.1,22.2,22.8,22.2,23.9,23.3,18.9,16.7,13.3,12.8,10,10.6,9.4
Apr 3,9.4,8.3,7.8,7.8,6.7,7.2,10,13.9,17.2,19.4,21.7,22.8,23.9,23.9,23.9,23.9,23.3,22.2,19.4,18.9,17.8,17.2,17.2,16.7
Apr 4,16.1,15,14.4,15,13.9,13.9,15,16.1,16.7,16.7,16.7,17.8,18.9,19.4,18.9,18.9,18.9,17.8,16.7,16.1,16.1,15.6,14.4,13.3
Apr 5,13.3,14.4,13.9,13.3,12.8,12.8,13.3,13.9,15,15.6,17.8,18.9,19.4,20,20,19.4,18.3,18.3,15,14.4,14.4,15,15,14.4
Apr 6,13.9,13.3,12.8,13.3,13.3,13.3,13.9,15.6,17.2,19.4,21.1,22.2,23.3,23.9,24.4,25,24.4,22.8,17.8,16.7,14.4,13.9,15,15
