Month,Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/24  04:00:00,152.1123791133649,145.657988810398,1.5834109875432787,4.870979315496332
 01/24  05:00:00,146.3523126140094,139.898109958832,1.5834109875432787,4.870791667594944
 01/24  06:00:00,243.09535515174034,236.69899886060287,3.9585274688581964,2.437828822209363
 01/24  07:00:00,175.36955448499532,162.5814898679612,7.917054937716393,4.871009679233878
 01/24  08:00:00,168.6669594462608,149.4143390543162,11.875582406574589,7.377037985369975
 01/24  09:00:00,168.7855086319384,143.06482115524076,15.834109875432786,9.886577601264877
 01/24  10:00:00,160.23539151497272,138.43393784822803,11.875582406574589,9.92587126030987
 01/24  11:00:00,161.59984498385705,131.81632306062207,19.79263734429098,9.990884578832159
 01/24  12:00:00,158.4897195137961,126.18179238462804,19.79263734429098,12.51528978487708
 01/24  13:00:00,154.74594013859075,122.50793861850691,19.79263734429098,12.445364175876703
 01/24  14:00:00,148.0019902956619,119.65277889434869,15.834109875432786,12.515101525628836
 01/24  15:00:00,140.1239315500785,118.25836654846738,11.875582406574589,9.989982595148343
 01/24  16:00:00,146.45652014332433,118.15755774540868,15.834109875432786,12.464852522622635
 01/24  17:00:00,150.82201234872156,117.16032790053056,23.751164813149177,9.910519635041807
 01/24  18:00:00,145.62950060623626,116.97414250400743,23.751164813149177,4.904193288995825
 01/24  19:00:00,141.46929831337664,112.83234981298412,23.751164813149177,4.885783687299231
 01/24  20:00:00,134.82038438420875,114.10093567083551,15.834109875432786,4.885338837744803
 01/24  21:00:00,146.02934049681673,125.3094285166422,15.834109875432786,4.885802104629905
 01/24  22:00:00,143.51925990802462,126.77097874559776,11.875582406574589,4.872698755852273
 01/24  23:00:00,144.27898644105463,131.49098642759841,7.917054937716393,4.870945075851584
 01/24  24:00:00,141.44320966812637,132.61392483549668,3.9585274688581964,4.870757363715589
 01/25  01:00:00,137.56256466235763,133.5413341426705,1.5834109875432787,2.437819532188577
 01/25  02:00:00,141.3070059491855,134.85262803695673,1.5834109875432787,4.870966924702267
 01/25  03:00:00,142.3443146200113,135.89007727031986,1.5834109875432787,4.8708263621090335
 01/25  04:00:00,143.51035928452222,137.0562977240958,1.5834109875432787,4.870650572760136
 01/25  05:00:00,136.25800953983918,132.235989871738,1.5834109875432787,2.4386086806948484
 01/25  06:00:00,219.96085722051257,211.1311792611907,3.9585274688581964,4.871150490687294
 01/25  07:00:00,162.1105457309152,149.32234223966844,7.917054937716393,4.871148553614194
 01/25  08:00:00,156.35854736338302,137.1062206518909,11.875582406574589,7.376744304777781
 01/25  09:00:00,155.36928349969426,132.11830330734767,15.834109875432786,7.4168703169697086
 01/25  10:00:00,151.4390902939964,129.63176980728107,11.875582406574589,9.931738080168708
 01/25  11:00:00,157.35055598605607,125.06912828775673,19.79263734429098,12.488790353896565
 01/25  12:00:00,154.1604034043055,121.85216909032339,19.79263734429098,12.515596969691135
 01/25  13:00:00,149.5059182456304,119.75723801367748,19.79263734429098,9.956042887522184
 01/25  14:00:00,146.75027953975118,118.40106800063265,15.834109875432786,12.515101663797529
 01/25  15:00:00,142.2184885951526,117.85322082377876,11.875582406574589,12.48968536468745
 01/25  16:00:00,143.7334926035456,117.92727102246982,15.834109875432786,9.972111705726844
 01/25  17:00:00,151.95330213063235,118.28561268007991,23.751164813149177,9.916524637459155
 01/25  18:00:00,150.44077236911468,119.33723344285754,23.751164813149177,7.352374113191828
 01/25  19:00:00,146.689256457448,118.05212370380491,23.751164813149177,4.885967940493917
 01/25  20:00:00,142.0402015193668,121.31971592303967,15.834109875432786,4.886375720866393
 01/25  21:00:00,154.83974328878904,134.12040668437052,15.834109875432786,4.885226728957793
 01/25  22:00:00,153.72943062155494,136.98135931453734,11.875582406574589,4.872488900415055
 01/25  23:00:00,156.10673146734138,143.31898219805953,7.917054937716393,4.870694331537483
 01/25  24:00:00,152.28020073600518,145.88303847050884,3.9585274688581964,2.438634796593406
 01/26  01:00:00,154.6047230749425,148.15038561206714,1.5834109875432787,4.870926475209097
 01/26  02:00:00,158.4290789678608,151.97490809092403,1.5834109875432787,4.8707598894941055
 01/26  03:00:00,163.87259004282262,157.41858412611313,1.5834109875432787,4.870594929294805
 01/26  04:00:00,167.29750020189846,163.27551136640832,1.5834109875432787,2.438577848111762
 01/26  05:00:00,168.7457688310997,162.29157747735564,1.5834109875432787,4.870780366329374
 01/26  06:00:00,247.74458200097115,238.9147807249018,3.9585274688581964,4.871273807043442
 01/26  07:00:00,186.33873803923737,173.5512046555352,7.917054937716393,4.870478446265276
 01/26  08:00:00,170.04702044440415,153.25130414622964,11.875582406574589,4.920133891460153
 01/26  09:00:00,165.414291560031,139.6899229565346,15.834109875432786,9.890258728287243
 01/26  10:00:00,159.4156166472121,137.61047446221653,11.875582406574589,9.929559778225299
 01/26  11:00:00,167.6209602435396,135.3375774886865,19.79263734429098,12.49074541053415
 01/26  12:00:00,164.58714545784753,132.27697987424173,19.79263734429098,12.517528239314792
 01/26  13:00:00,154.05189486914642,124.305543532727,19.79263734429098,9.953713991932755
 01/26  14:00:00,148.01670831622383,119.66549078290008,15.834109875432786,12.517107657918887
 01/26  15:00:00,137.76072642121775,113.39404065861011,11.875582406574589,12.49110335600512
 01/26  16:00:00,134.81997275191225,109.01617524371981,15.834109875432786,9.969687632815559
 01/26  17:00:00,142.46771800594462,108.80211807918373,23.751164813149177,9.914435113583746
 01/26  18:00:00,146.85468500669177,115.75127505698326,23.751164813149177,7.352245136475461
 01/26  19:00:00,146.28167614446411,117.64556758059182,23.751164813149177,4.884943750667225
 01/26  20:00:00,144.0468228718074,123.32738860982293,15.834109875432786,4.885324386495761
 01/26  21:00:00,160.3435286209281,139.62367394372473,15.834109875432786,4.885744801519007
 01/26  22:00:00,162.7636395643358,146.01568075704742,11.875582406574589,4.87237640065788
 01/26  23:00:00,166.5546679031062,156.198968440032,7.917054937716393,2.4386445254360636
 01/26  24:00:00,169.45766054405775,160.6282358742554,3.9585274688581964,4.870897200944143
 01/27  01:00:00,175.92698358950804,169.47233654350305,1.5834109875432787,4.871236058394645
 01/27  02:00:00,189.92325219468407,183.4692301572686,1.5834109875432787,4.870611049805041
 01/27  03:00:00,198.44403172920744,194.42203386341623,1.5834109875432787,2.43858687824235
 01/27  04:00:00,204.2860193241751,197.8318076579838,1.5834109875432787,4.870800678608887
 01/27  05:00:00,196.82007802584516,190.36609901080126,1.5834109875432787,4.8705680276012835
 01/27  06:00:00,266.82953857413025,258.00050702822483,3.9585274688581964,4.870504077103107
 01/27  07:00:00,198.1626839544565,187.80710337599788,7.917054937716393,2.438525640862443
 01/27  08:00:00,179.66105472297167,160.4074964384094,11.875582406574589,7.377975877903825
 01/27  09:00:00,165.82686196440343,140.10461884909,15.834109875432786,9.888133239908578
 01/27  10:00:00,156.11431343515824,134.3111246139193,11.875582406574589,9.927606414552539
 01/27  11:00:00,158.9128570956741,127.33889400787537,19.79263734429098,11.781325743563666
 01/27  12:00:00,151.33571996074872,120.81949202252375,19.79263734429098,10.723590593961966
 01/27  13:00:00,147.78487862437228,115.54957917549142,19.79263734429098,12.442662104589889
 01/27  14:00:00,139.52355792431246,111.17162971110021,15.834109875432786,12.517818337835374
 01/27  15:00:00,126.79979519726305,104.93199240899696,11.875582406574589,9.992220381915121
 01/27  16:00:00,128.75066637554272,100.45401235638133,15.834109875432786,12.462544143756546
 01/27  17:00:00,134.32879534867087,100.66507908245349,23.751164813149177,9.912551453180006
 01/27  18:00:00,135.57100597038578,106.91587700317237,23.751164813149177,4.903964154120133
 01/27  19:00:00,137.44598952940265,108.80851877231065,23.751164813149177,4.886305943803051
 01/27  20:00:00,133.33596234694275,111.675902707671,15.834109875432786,5.825949763894858
 01/27  21:00:00,146.94340935493855,124.72443546177286,15.834109875432786,6.384864017704962
 01/27  22:00:00,141.16561069963382,126.8505067088338,11.875582406574589,2.4395215841527262
 01/27  23:00:00,144.70335665400094,131.91529281320487,7.917054937716393,4.871008903107647
 01/27  24:00:00,142.13247553624996,133.3030715747008,3.9585274688581964,4.870876492802797
 01/28  01:00:00,141.2759390707917,134.82180343539744,1.5834109875432787,4.870724647672099
 01/28  02:00:00,141.30496806632775,137.28290668626343,1.5834109875432787,2.4386503925881087
 01/28  03:00:00,146.1290331126194,139.6747045349722,1.5834109875432787,4.870917590148651
 01/28  04:00:00,147.78896188133,141.3347681172508,1.5834109875432787,4.8707827766924465
 01/28  05:00:00,146.53992324562978,140.0858938008294,1.5834109875432787,4.870618457245924
 01/28  06:00:00,147.92136604000822,141.52424836641043,3.9585274688581964,2.43859020468371
 01/28  07:00:00,136.5884078782903,123.80054294674514,7.917054937716393,4.870809993884663
 01/28  08:00:00,220.38625732635708,203.63958745968003,11.875582406574589,4.871087460214284
 01/28  09:00:00,183.75187226967955,163.02021319663453,15.834109875432786,4.897549197779936
 01/28  10:00:00,165.45455385320787,146.19786021182244,11.875582406574589,7.381111234894688
 01/28  11:00:00,167.5309624537261,137.85204827075356,19.79263734429098,9.886276838597695
 01/28  12:00:00,159.01625076833398,131.80624842054888,19.79263734429098,7.417365003298452
 01/28  13:00:00,156.56515165181477,126.8882028194249,19.79263734429098,9.884311488015042
 01/28  14:00:00,145.5133612326885,122.26513646176768,15.834109875432786,7.414114895404191
 01/28  15:00:00,137.00199999892595,115.24242162005459,11.875582406574589,9.883995972184984
 01/28  16:00:00,108.0964359627964,84.84742302934256,15.834109875432786,7.414903057937209
 01/28  17:00:00,120.67945379583699,87.04426271647857,23.751164813149177,9.884026266237207
 01/28  18:00:00,125.46816722506718,94.34109429040832,23.751164813149177,7.375908121397862
 01/28  19:00:00,133.58560923543635,107.39655872247228,23.751164813149177,2.4378856997897533
 01/28  20:00:00,130.14517745124382,109.43996939384027,15.834109875432786,4.871098181970777
 01/28  21:00:00,142.49766115608494,121.79212470275058,15.834109875432786,4.871426577957499
 01/28  22:00:00,139.98111036019057,123.23474050434508,11.875582406574589,4.870787449242937
 01/28  23:00:00,138.22077199056673,127.8657861393079,7.917054937716393,2.437930913371921
 01/28  24:00:00,138.22288374853272,129.3933762065844,3.9585274688581964,4.870980073173982
 01/29  01:00:00,137.58779225472958,131.1330589479096,1.5834109875432787,4.871322319405278
 01/29  02:00:00,138.86056153834787,132.40645377261063,1.5834109875432787,4.870696778266623
 01/29  03:00:00,136.81137974930502,132.78933421070218,1.5834109875432787,2.438634550894639
 01/29  04:00:00,139.38720470309894,132.93290145032265,1.5834109875432787,4.870892265249795
 01/29  05:00:00,137.1199121464208,130.665743159066,1.5834109875432787,4.870757999828269
 01/29  06:00:00,140.20877030897307,131.379646001923,3.9585274688581964,4.870596838052128
 01/29  07:00:00,124.76659800859464,114.41096509793947,7.917054937716393,2.4385779728661015
 01/29  08:00:00,128.9461136159979,112.19974007658563,11.875582406574589,4.87079113303332
 01/29  09:00:00,125.07753703965282,104.34986028354976,15.834109875432786,4.893566880726205
 01/29  10:00:00,120.18463679215608,100.936394997994,11.875582406574589,7.372659387671348
 01/29  11:00:00,127.13326674290022,97.46586803756662,19.79263734429098,9.87476136107056
 01/29  12:00:00,122.19496277265199,94.99288561344741,19.79263734429098,7.40943981491361
 01/29  13:00:00,121.03845649575005,93.83897965934933,19.79263734429098,7.40683949210975
 01/29  14:00:00,119.29142581552898,93.58093064591368,15.834109875432786,9.876385294210463
 01/29  15:00:00,111.69585007116817,92.41282871327877,11.875582406574589,7.407438951538424
 01/29  16:00:00,117.74170028963401,92.03272281633146,15.834109875432786,9.874867597925666
 01/29  17:00:00,123.67767996588405,92.51696840240783,23.751164813149177,7.409546750131382
 01/29  18:00:00,129.60029179526148,98.47580552027527,23.751164813149177,7.373321461781139
 01/29  19:00:00,138.26658875553358,109.6445861335735,23.751164813149177,4.8708378089227296
 01/29  20:00:00,130.095619327096,111.82382872850224,15.834109875432786,2.4376807231302156
 01/29  21:00:00,142.5597616724421,121.85462934255209,15.834109875432786,4.871022454513153
 01/29  22:00:00,140.48951727939377,123.74304468870913,11.875582406574589,4.870890184026187
 01/29  23:00:00,141.5768304207447,128.78905157531204,7.917054937716393,4.870723907995793
 01/29  24:00:00,137.17054140191638,130.77336482982466,3.9585274688581964,2.438649103426394
 01/30  01:00:00,137.10140009905257,130.64706413554373,1.5834109875432787,4.8709249759264255
 01/30  02:00:00,137.69928184081988,131.24507327538788,1.5834109875432787,4.87079757804525
 01/30  03:00:00,139.99555315670818,133.54150429505535,1.5834109875432787,4.87063787434995
 01/30  04:00:00,140.84942813057503,136.8274161653157,1.5834109875432787,2.4386009778474538
 01/30  05:00:00,136.7661701355395,130.31192455023356,1.5834109875432787,4.870834597723508
 01/30  06:00:00,253.66701401621802,244.8374083663907,3.9585274688581964,4.8710781811927655
 01/30  07:00:00,171.28640418131783,158.49880152067658,7.917054937716393,4.870547723148442
 01/30  08:00:00,156.51446870144338,139.6783565462756,11.875582406574589,4.960529748537272
 01/30  09:00:00,152.7746487876237,127.09046488620439,15.834109875432786,9.850074025818808
 01/30  10:00:00,141.76702848520102,119.96145552219471,11.875582406574589,9.929990556375794
 01/30  11:00:00,145.12084219625024,112.83680550291612,19.79263734429098,12.491399349126995
 01/30  12:00:00,140.4407826538005,108.1308043677408,19.79263734429098,12.517340941740786
 01/30  13:00:00,134.2764635158011,104.52954135763014,19.79263734429098,9.95428481396387
 01/30  14:00:00,128.67160909180384,100.32130767897647,15.834109875432786,12.516191537534343
 01/30  15:00:00,119.10361073029986,94.7374150578923,11.875582406574589,12.490613266056586
 01/30  16:00:00,116.86597083435518,91.06141746010773,15.834109875432786,9.970443498786695
 01/30  17:00:00,125.07995422702243,91.41365524325886,23.751164813149177,9.915134170754158
 01/30  18:00:00,128.63958179451532,97.53575435955808,23.751164813149177,7.352662621584449
 01/30  19:00:00,126.75353139940808,98.11714065973052,23.751164813149177,4.885225926724024
 01/30  20:00:00,123.3611901904879,102.64145859103903,15.834109875432786,4.885621723988132
 01/30  21:00:00,137.03486367914655,116.3147016675838,15.834109875432786,4.886052135962237
 01/30  22:00:00,136.1361637310203,119.38792047791262,11.875582406574589,4.872660846505151
 01/30  23:00:00,135.8388015432668,125.4838150832048,7.917054937716393,2.437931522147156
 01/30  24:00:00,136.53182097542614,127.70208934219272,3.9585274688581964,4.871204164179553
 01/31  01:00:00,135.94462420144367,129.48967122177385,1.5834109875432787,4.871541992115354
 01/31  02:00:00,137.64442384984133,131.1901072989921,1.5834109875432787,4.870905563210925
 01/31  03:00:00,137.12477922434536,133.10348087397614,1.5834109875432787,2.437887362901419
 01/31  04:00:00,141.7014678314528,135.2469451210601,1.5834109875432787,4.871111722950039
 01/31  05:00:00,136.61147696119556,130.15708412713914,1.5834109875432787,4.870981846529898
 01/31  06:00:00,222.62268584036548,213.79333716306536,3.9585274688581964,4.87082120821828
 01/31  07:00:00,160.01792449940626,149.66255985935734,7.917054937716393,2.4383097021200957
 01/31  08:00:00,153.90347763722397,134.65052754956218,11.875582406574589,7.377367681059261
 01/31  09:00:00,150.57154541267616,124.84844252889702,15.834109875432786,9.888993008346358
 01/31  10:00:00,139.00204128743405,117.19795583243221,11.875582406574589,9.928503048343401
 01/31  11:00:00,143.15056035780984,110.8659208204591,19.79263734429098,12.492002193031796
 01/31  12:00:00,138.1966910102364,105.88763837252678,19.79263734429098,12.516415293474541
 01/31  13:00:00,131.6555956194351,101.91009761348553,19.79263734429098,9.9528606614629
 01/31  14:00:00,126.7601359219667,98.40934465206222,15.834109875432786,12.51668139458351
 01/31  15:00:00,119.14805322549381,94.85411375078064,11.875582406574589,12.418357068222432
 01/31  16:00:00,118.72834525838789,92.85265044505512,15.834109875432786,10.041584937899989
 01/31  17:00:00,127.18929194935201,93.52449944264795,23.751164813149177,9.91362769338717
 01/31  18:00:00,127.54101040884856,98.88537879829346,23.751164813149177,4.904466797377962
 01/31  19:00:00,131.67948596498277,101.92144755479835,23.751164813149177,6.006873597119122
 01/31  20:00:00,126.79320220590641,104.75484404730324,15.834109875432786,6.204248283394011
 01/31  21:00:00,137.60490615007714,116.88548521244087,15.834109875432786,4.885311062063711
 01/31  22:00:00,133.21586506420587,118.90140176804161,11.875582406574589,2.4388808897937087
 01/31  23:00:00,136.74162304201542,123.95305031331235,7.917054937716393,4.871517791014632
 01/31  24:00:00,134.06213592804477,125.233100988998,3.9585274688581964,4.870507470132665
 02/01  01:00:00,180.20733772771874,171.42451663095994,2.1545501341254063,6.6282709625421035
 02/01  02:00:00,178.68890573678692,173.21692368836366,2.1545501341254063,3.317431914107691
 02/01  03:00:00,183.39405729526607,174.61094910328407,2.1545501341254063,6.6285580579174415
 02/01  04:00:00,184.34784863581368,175.56610120157697,2.1545501341254063,6.62719730036235
 02/01  05:00:00,177.35826496091593,168.57557871034024,2.1545501341254063,6.628136116282943
 02/01  06:00:00,267.84399525602925,259.1402427364881,5.386375335313516,3.3173771840412276
 02/01  07:00:00,200.48489026246094,183.08366808950097,10.772750670627032,6.62847150248508
 02/01  08:00:00,187.99251664342063,161.79445043259415,16.159126005940546,10.038940205114114
 02/01  09:00:00,194.61779343260287,159.61813790575204,21.545501341254063,13.454154185596789
 02/01  10:00:00,188.98405191034905,159.31705152795095,16.159126005940546,13.507874376571664
 02/01  11:00:00,193.93583350460918,153.40705973788886,26.93187667656758,13.596897090000612
 02/01  12:00:00,194.53821693005858,150.57407516216165,26.93187667656758,17.032265091405407
 02/01  13:00:00,192.85762308484578,148.9923700070739,26.93187667656758,16.933376401356433
 02/01  14:00:00,185.96158162594688,147.38365695596053,21.545501341254063,17.032423328694257
 02/01  15:00:00,176.5414523207653,146.78633399721156,16.159126005940546,13.595992317384988
 02/01  16:00:00,185.8412156323842,147.3350379425807,21.545501341254063,16.96067634873964
 02/01  17:00:00,194.27716897354543,148.47127642140106,32.31825201188109,13.487640540491471
 02/01  18:00:00,188.00257911607767,149.01175545020408,32.31825201188109,6.672571654030531
 02/01  19:00:00,188.15397504877558,149.1869896395836,32.31825201188109,6.64873339704464
 02/01  20:00:00,180.71078612363357,152.51671126892526,21.545501341254063,6.648573513416229
 02/01  21:00:00,200.15176525988113,168.63749795770352,21.545501341254063,9.968765961075674
 02/01  22:00:00,191.62314534617562,172.1446954979428,16.159126005940546,3.3193238424482168
 02/01  23:00:00,197.69493065014024,180.29441871761358,10.772750670627032,6.6277612620898365
 02/01  24:00:00,195.68528551241172,183.67152182417405,5.386375335313516,6.627388352886128
 02/02  01:00:00,194.97753265694072,186.19560004382987,2.1545501341254063,6.627382478970221
 02/02  02:00:00,193.9660077727831,188.49330940861594,2.1545501341254063,3.318148230273728
 02/02  03:00:00,199.86228515950177,191.0800854468622,2.1545501341254063,6.627649578651117
 02/02  04:00:00,204.91562605083845,196.13244995671567,2.1545501341254063,6.628625959715922
 02/02  05:00:00,202.63262224742786,193.85081277222457,2.1545501341254063,6.62725934094857
 02/02  06:00:00,306.72808439701913,298.0236251727667,5.386375335313516,3.318083888916085
 02/02  07:00:00,231.6173057555613,214.2163912645809,10.772750670627032,6.62816382039138
 02/02  08:00:00,217.19334294082518,190.99469448414615,16.159126005940546,10.039522450624357
 02/02  09:00:00,211.46090285679873,177.66202080614363,21.545501341254063,12.253380709591184
 02/02  10:00:00,201.32271078722994,170.45162546408977,16.159126005940546,14.711959317275719
 02/02  11:00:00,205.09197435168844,164.5655443373203,26.93187667656758,13.59455333783863
 02/02  12:00:00,204.72789215129134,160.76383143799495,26.93187667656758,17.032184036842903
 02/02  13:00:00,199.4095326945129,155.6762156123438,26.93187667656758,16.80144040541136
 02/02  14:00:00,187.7130820129682,152.40625107780568,21.545501341254063,13.761329593984522
 02/02  15:00:00,177.66308957852183,144.50813935039028,16.159126005940546,16.99582422219103
 02/02  16:00:00,178.07778883159995,139.5703744621808,21.545501341254063,16.96191302816508
 02/02  17:00:00,185.98748208334047,140.1833212856755,32.31825201188109,13.485908785745831
 02/02  18:00:00,188.96620781416993,149.97465668681275,32.31825201188109,6.6732991155141255
 02/02  19:00:00,195.09856813923062,156.13206454252187,32.31825201188109,6.648251584941745
 02/02  20:00:00,199.90251972055404,171.70935893707542,21.545501341254063,6.64765944230063
 02/02  21:00:00,227.7490816032733,199.55526590717258,21.545501341254063,6.648314354998832
 02/02  22:00:00,238.71555811088754,215.92596379351295,16.159126005940546,6.630468311510149
 02/02  23:00:00,259.7578209476523,242.35697030467543,10.772750670627032,6.628099972197728
 02/02  24:00:00,269.25597806351243,257.24173678047885,5.386375335313516,6.627865947644058
 02/03  01:00:00,273.7750763785909,268.30327670435,2.1545501341254063,3.317249540161069
 02/03  02:00:00,287.10210462150405,278.31940662423756,2.1545501341254063,6.628147863201922
 02/03  03:00:00,298.260059340738,289.4775386061471,2.1545501341254063,6.627970600716499
 02/03  04:00:00,300.94702087083203,292.16472629693226,2.1545501341254063,6.627744439454834
 02/03  05:00:00,285.67956706054184,280.2074509273937,2.1545501341254063,3.317565998779337
 02/03  06:00:00,368.1344102793976,356.11962579178913,5.386375335313516,6.628409152218908
 02/03  07:00:00,284.54985974559276,267.1486367708576,10.772750670627032,6.628472304184174
 02/03  08:00:00,243.97228259333815,217.7749663001658,16.159126005940546,10.038190287498054
 02/03  09:00:00,212.3489461468589,180.71049597763306,21.545501341254063,10.092948827743589
 02/03  10:00:00,195.51811929933672,165.84357324314342,16.159126005940546,13.515420050404893
 02/03  11:00:00,204.6904884327937,160.76435250893505,26.93187667656758,16.994259247481253
 02/03  12:00:00,199.14620950395334,155.18307282322044,26.93187667656758,17.031260004317488
 02/03  13:00:00,190.3433475056418,149.862571587263,26.93187667656758,13.548899242039443
 02/03  14:00:00,183.3330279129774,144.75622284707782,21.545501341254063,17.031303724835688
 02/03  15:00:00,170.19430672893225,137.03828419079878,16.159126005940546,16.996896532192945
 02/03  16:00:00,169.65749074308465,132.6750029065893,21.545501341254063,15.436986495431473
 02/03  17:00:00,177.28280210619542,133.32533741954427,32.31825201188109,11.63921267480808
 02/03  18:00:00,185.26053336653052,142.93593108062154,32.31825201188109,10.006350274180011
 02/03  19:00:00,188.1407181874814,149.17335989464516,32.31825201188109,6.649106280993192
 02/03  20:00:00,184.68143559705237,156.48915381893087,21.545501341254063,6.646780437019576
 02/03  21:00:00,211.0796724748201,182.8860951961489,21.545501341254063,6.64807593741711
 02/03  22:00:00,217.13195208725645,194.3432541012655,16.159126005940546,6.629571980316628
 02/03  23:00:00,226.903787889672,209.50270142628676,10.772750670627032,6.628335792529981
 02/03  24:00:00,219.8616976252602,211.15785857561792,5.386375335313516,3.317463714149969
 02/04  01:00:00,230.55988836216855,221.77667123183886,2.1545501341254063,6.628666996531377
 02/04  02:00:00,233.5596647984196,224.77785384746315,2.1545501341254063,6.627260816587612
 02/04  03:00:00,224.13088509574013,215.34813044134364,2.1545501341254063,6.628204520179808
 02/04  04:00:00,211.37607234443053,205.904119616712,2.1545501341254063,3.317402593855581
 02/04  05:00:00,207.76495558537653,198.98191078231707,2.1545501341254063,6.628494668842766
 02/04  06:00:00,212.86339765706344,200.84988175880923,5.386375335313516,6.627140563130878
 02/04  07:00:00,199.20114049306665,181.80031619989037,10.772750670627032,6.628073622663328
 02/04  08:00:00,306.91430756921096,287.4378328937124,16.159126005940546,3.317348669634013
 02/04  09:00:00,263.436433701598,231.89831295503285,21.545501341254063,9.992619405311048
 02/04  10:00:00,238.94150400235395,212.7387983123187,16.159126005940546,10.043579684360953
 02/04  11:00:00,242.39304306993614,205.36978106629314,26.93187667656758,10.091385327189496
 02/04  12:00:00,240.36583114754075,199.9797466472265,26.93187667656758,13.454207823708618
 02/04  13:00:00,233.19693541104303,196.1778443608485,26.93187667656758,10.087214373512873
 02/04  14:00:00,228.97354900406984,193.9767041281996,21.545501341254063,13.451343534730293
 02/04  15:00:00,217.08060086754344,190.83463345042844,16.159126005940546,10.086841411212479
 02/04  16:00:00,178.62986232153008,143.6332158005753,21.545501341254063,13.451145179586602
 02/04  17:00:00,188.63905663332355,146.23389801552568,32.31825201188109,10.086906606259086
 02/04  18:00:00,192.4548459416623,150.10082141997262,32.31825201188109,10.035772509770588
 02/04  19:00:00,204.73100095004943,165.78507314352328,32.31825201188109,6.627675794454897
 02/04  20:00:00,196.60764582313618,168.43346546271698,21.545501341254063,6.628679019241235
 02/04  21:00:00,214.94106800617254,186.76825080540095,21.545501341254063,6.627315859669687
 02/04  22:00:00,210.14813886732122,190.67090284811184,16.159126005940546,3.3181100135730914
 02/04  23:00:00,215.7552594394476,198.35492845099202,10.772750670627032,6.62758031805673
 02/04  24:00:00,213.48933971440104,201.4744129113207,5.386375335313516,6.628551467804839
 02/05  01:00:00,213.83009562502897,205.04835348676824,2.1545501341254063,6.6271920043483314
 02/05  02:00:00,216.07225366786653,210.59966649142964,2.1545501341254063,3.3180370421898093
 02/05  03:00:00,229.3885786961539,220.60658108182216,2.1545501341254063,6.627447480038966
 02/05  04:00:00,235.35918065001508,226.57622227055913,2.1545501341254063,6.6284082451251765
 02/05  05:00:00,236.90054653974516,231.3250784676722,2.1545501341254063,3.420917937905674
 02/05  06:00:00,249.50272542168864,237.59119641846385,5.386375335313516,6.525153667873237
 02/05  07:00:00,236.086404185912,218.6863329208819,10.772750670627032,6.627320594365021
 02/05  08:00:00,228.16386469738688,205.37646671679622,16.159126005940546,6.628271974954404
 02/05  09:00:00,219.38606232329263,191.18048113540343,21.545501341254063,6.660079846711221
 02/05  10:00:00,211.25166845900623,185.05965680387976,16.159126005940546,10.03288564926199
 02/05  11:00:00,216.06664297801578,179.05492082959074,26.93187667656758,10.079845471857494
 02/05  12:00:00,218.25890971276175,177.88954196900704,26.93187667656758,13.437491066996964
 02/05  13:00:00,218.69722964135704,181.68480039874356,26.93187667656758,10.080552566083956
 02/05  14:00:00,217.83729775428952,184.15375538125016,21.545501341254063,12.138041031709214
 02/05  15:00:00,208.03257884713508,180.49454174929713,16.159126005940546,11.37891109182135
 02/05  16:00:00,212.14930620639112,180.52371929113323,21.545501341254063,10.080085573661512
 02/05  17:00:00,227.67982189395758,181.92386235172205,32.31825201188109,13.43770753050657
 02/05  18:00:00,228.76517433822227,186.414558535113,32.31825201188109,10.032363791456408
 02/05  19:00:00,237.59056713183864,201.9541408502668,32.31825201188109,3.318174269667956
 02/05  20:00:00,234.38458165222147,206.21138584393728,21.545501341254063,6.627694467030145
 02/05  21:00:00,248.3719740387733,220.19779895721433,21.545501341254063,6.6286737401147
 02/05  22:00:00,242.97009925854903,220.1836735398842,16.159126005940546,6.627299712457994
 02/05  23:00:00,239.7412609199005,225.65040675464974,10.772750670627032,3.31810349462374
 02/05  24:00:00,240.5223865939372,228.50844352257965,5.386375335313516,6.627567736006003
 02/06  01:00:00,239.97781624264096,231.19473737744923,2.1545501341254063,6.628528731051067
 02/06  02:00:00,242.14534307128537,233.3636289099572,2.1545501341254063,6.627164027263598
 02/06  03:00:00,240.17880287631797,234.70622748764947,2.1545501341254063,3.318025254451803
 02/06  04:00:00,244.73096669047612,235.94899151139575,2.1545501341254063,6.627425044977821
 02/06  05:00:00,233.15353254300842,224.37059826282956,2.1545501341254063,6.62838414592415
 02/06  06:00:00,420.42932638726205,411.7254625734931,5.386375335313516,3.3174884788472023
 02/06  07:00:00,286.0776275064938,268.6761648093525,10.772750670627032,6.628712026818525
 02/06  08:00:00,266.91825215091467,240.71984948434542,16.159126005940546,10.039276660628726
 02/06  09:00:00,263.76407320307504,228.7640623909362,21.545501341254063,13.45450947077068
 02/06  10:00:00,249.86061062387745,220.1932406904508,16.159126005940546,13.508243927333954
 02/06  11:00:00,249.3715366158787,208.84227832707066,26.93187667656758,13.59738161227852
 02/06  12:00:00,244.4939407671729,200.52943147702766,26.93187667656758,17.032632613577643
