Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/06  03:00:00,962.00729792,96.1775156129,571.181431766,0.0,46.0930336215,113.312780494,515.179605809,492.096060831,5.66466996096,17.4188750163
 03/06  04:00:00,955.64467659,96.1775156129,565.258371591,0.0,46.0930336215,113.312780494,522.109087442,499.024459895,5.66466996096,17.4199575856
 03/06  05:00:00,1040.72950481,96.1775156129,564.097490002,0.0,100.150657288,148.969399434,489.695580482,475.309436491,5.66466996096,8.72147403027
 03/06  06:00:00,1046.18406581,96.1775156129,568.000240265,0.0,100.150657288,149.894399434,916.785124685,885.202591152,14.1616749024,17.420858631
 03/06  07:00:00,1268.07864854,96.4341402921,572.240926082,0.0,176.471037341,302.612436532,616.020810255,570.275854123,28.3233498048,17.4216063264
 03/06  08:00:00,1391.91737188,96.7241418553,576.011567255,0.0,243.2593065,310.10971186,577.631905186,508.767757392,42.4850247072,26.3791230869
 03/06  09:00:00,1440.22832394,96.8546193405,582.371018289,0.0,243.2593065,310.10971186,559.877506085,476.706034116,56.6466996096,26.5247723595
 03/06  10:00:00,1480.30076232,97.1996887282,587.918972164,0.0,243.2593065,302.612436532,528.442954833,450.461421739,42.4850247072,35.4965083863
 03/06  11:00:00,1481.01316842,97.6061413903,580.086225682,0.0,243.2593065,310.10971186,541.944157714,426.484326306,70.808374512,44.6514568965
 03/06  12:00:00,1473.91115634,98.0704530003,570.865275786,0.0,243.2593065,310.10971186,509.775319661,403.179640255,70.808374512,35.7873048943
 03/06  13:00:00,1425.68680313,98.4867845688,563.647000713,0.0,243.2593065,310.10971186,501.659553823,386.374797671,70.808374512,44.4763816401
 03/06  14:00:00,1455.58271231,98.8650042125,559.51007037,0.0,243.2593065,302.612436532,472.649293024,371.267776197,56.6466996096,44.7348172169
 03/06  15:00:00,1455.46197162,99.3330500497,558.883472591,0.0,243.2593065,302.612436532,431.947672348,353.755320105,42.4850247072,35.7073275359
 03/06  16:00:00,1450.54479337,99.9974888687,553.054010251,0.0,243.2593065,302.612436532,440.345758501,339.138447498,56.6466996096,44.5606113926
 03/06  17:00:00,1455.53016001,100.670738178,550.672938211,0.0,243.2593065,310.10971186,450.037514423,338.473168283,84.9700494144,26.5942967249
 03/06  18:00:00,1468.85445223,101.190093595,560.189055433,0.0,243.2593065,310.10971186,462.424749413,351.163293991,84.9700494144,26.2914060076
 03/06  19:00:00,1237.03764853,96.1775156129,588.568145565,0.0,166.938926447,199.110933808,451.477448054,349.034888699,84.9700494144,17.4725099409
 03/06  20:00:00,1248.51745635,96.1775156129,607.603300326,0.0,166.938926447,191.61365848,436.784041521,362.66402722,56.6466996096,17.4733146919
 03/06  21:00:00,1117.06181362,96.1775156129,609.804977318,0.0,100.150657288,124.558693486,482.467945197,408.347090345,56.6466996096,17.4741552416
 03/06  22:00:00,1070.90678721,96.1775156129,602.878785356,0.0,100.150657288,124.558693486,472.911254102,412.999546993,42.4850247072,17.4266824016
 03/06  23:00:00,1007.22406048,96.1775156129,606.92953495,0.0,46.0930336215,124.558693486,469.565328599,432.523035116,28.3233498048,8.71894367878
 03/06  24:00:00,1013.61093352,96.1775156129,612.648595573,0.0,46.0930336215,124.558693486,471.579838529,439.997479344,14.1616749024,17.4206842833
 03/07  01:00:00,994.973960887,96.1775156129,605.778981933,0.0,46.0930336215,113.312780494,464.979543743,441.893890772,5.66466996096,17.4209830101
 03/07  02:00:00,999.341406157,96.1775156129,610.34373309,0.0,46.0930336215,113.312780494,469.743638882,446.66090735,5.66466996096,17.4180615704
 03/07  03:00:00,1001.51917546,96.1775156129,612.737909874,0.0,46.0930336215,113.312780494,465.402881386,451.017809061,5.66466996096,8.7204023637
 03/07  04:00:00,995.819585653,96.1775156129,606.287761593,0.0,46.0930336215,113.312780494,475.824037491,452.738635032,5.66466996096,17.4207324977
 03/07  05:00:00,1080.4381732,96.1775156129,596.941136261,0.0,100.150657288,148.969399434,456.413078002,433.328940011,5.66466996096,17.4194680296
 03/07  06:00:00,1073.75961114,96.3416620905,588.719795608,0.0,100.150657288,149.894399434,701.327821108,678.444932221,14.1616749024,8.72121398457
 03/07  07:00:00,1291.45656684,97.3888484124,589.162020873,0.0,176.471037341,302.612436532,520.940186257,475.197505189,28.3233498048,17.4193312635
 03/07  08:00:00,1400.06703329,98.5766234153,577.749367703,0.0,243.2593065,310.10971186,493.526839789,424.662969081,42.4850247072,26.3788460008
 03/07  09:00:00,1429.09829571,99.3439762674,564.208287214,0.0,243.2593065,310.10971186,475.031984573,391.868112275,56.6466996096,26.5171726882
 03/07  10:00:00,1452.26474066,100.087837216,552.866680331,0.0,243.2593065,302.612436532,444.783599197,366.795946635,42.4850247072,35.5026278541
 03/07  11:00:00,1455.88969187,100.543722751,548.42869007,0.0,243.2593065,310.10971186,467.840941995,352.392755385,70.808374512,44.6398120983
 03/07  12:00:00,1453.01940977,100.997241332,543.800264995,0.0,243.2593065,310.10971186,461.00682537,345.467104675,70.808374512,44.731346183
 03/07  13:00:00,1404.4928222,101.597253392,535.941467588,0.0,243.2593065,310.10971186,446.95497094,340.569034533,70.808374512,35.577561895
 03/07  14:00:00,1435.81824893,102.464390358,532.920884239,0.0,243.2593065,302.612436532,430.458261291,329.079371984,56.6466996096,44.7321896971
 03/07  15:00:00,1436.53754666,103.155469405,533.166584487,0.0,243.2593065,302.612436532,402.47967208,324.282236256,42.4850247072,35.7124111171
 03/07  16:00:00,1434.73280554,103.951195696,530.686482423,0.0,243.2593065,302.612436532,416.897731296,315.702177891,56.6466996096,44.5488537956
 03/07  17:00:00,1434.88590122,104.302900619,523.109023268,0.0,243.2593065,310.10971186,441.105027182,322.576802592,84.9700494144,33.5581751752
 03/07  18:00:00,1438.11039451,104.731390114,521.527589685,0.0,243.2593065,310.10971186,430.587951781,326.232772023,84.9700494144,19.3851303433
 03/07  19:00:00,1197.30915567,96.1775156129,544.16315248,0.0,166.938926447,199.110933808,430.970059687,328.530549019,84.9700494144,17.4694612535
 03/07  20:00:00,1200.45646229,96.1775156129,555.436520669,0.0,166.938926447,191.61365848,412.901644487,338.786602798,56.6466996096,17.4683420798
 03/07  21:00:00,1073.73271951,96.1775156129,563.106067256,0.0,100.150657288,124.558693486,458.184699205,384.066937001,56.6466996096,17.4710625951
 03/07  22:00:00,1045.10643705,96.1775156129,574.669912099,0.0,100.150657288,124.558693486,455.80058481,395.889539325,42.4850247072,17.4260207778
 03/07  23:00:00,991.188373142,96.1775156129,589.043540332,0.0,46.0930336215,124.558693486,461.466673268,415.724213836,28.3233498048,17.4191096279
 03/07  24:00:00,992.30353471,96.1775156129,589.778262792,0.0,46.0930336215,124.558693486,444.352662239,421.469981518,14.1616749024,8.72100581838
 03/08  01:00:00,981.394475531,96.1775156129,591.402448599,0.0,46.0930336215,113.312780494,448.999192259,425.916015572,5.66466996096,17.4185067262
 03/08  02:00:00,980.84584722,96.1775156129,590.799139292,0.0,46.0930336215,113.312780494,452.579339688,429.494438653,5.66466996096,17.420231074
 03/08  03:00:00,975.26646733,96.1775156129,584.7041761,0.0,46.0930336215,113.312780494,446.973357768,432.590123681,5.66466996096,8.71856412575
 03/08  04:00:00,968.872017174,96.1775156129,577.481041249,0.0,46.0930336215,113.312780494,459.037864358,435.953342363,5.66466996096,17.419852034
 03/08  05:00:00,1052.23591011,96.1775156129,569.607657963,0.0,100.150657288,148.969399434,439.746490356,416.663157448,5.66466996096,17.4186629469
 03/08  06:00:00,1045.42083666,96.5710387343,560.458567636,0.0,100.150657288,149.894399434,616.905030086,593.532090807,14.1616749024,9.21126437583
 03/08  07:00:00,1261.35287566,98.7652768794,556.638720859,0.0,176.471037341,302.612436532,476.365519617,431.113365331,28.3233498048,16.9288044808
 03/08  08:00:00,1375.34837884,100.338443761,549.187484556,0.0,243.2593065,310.10971186,459.760476812,390.898755509,42.4850247072,26.3766965961
 03/08  09:00:00,1411.39490587,101.007563465,543.002155398,0.0,243.2593065,310.10971186,460.602393011,369.163056234,56.6466996096,34.7926371682
 03/08  10:00:00,1437.57769436,101.538757771,534.893063122,0.0,243.2593065,302.612436532,422.606704664,352.939523503,42.4850247072,27.182156453
 03/08  11:00:00,1432.84948877,102.235582551,521.074864113,0.0,243.2593065,310.10971186,451.295339009,335.854219489,70.808374512,44.6327450082
 03/08  12:00:00,1428.54127083,102.98803837,514.507324234,0.0,243.2593065,310.10971186,441.112872612,325.571906072,70.808374512,44.7325920281
 03/08  13:00:00,1383.89847093,103.5743022,510.786628249,0.0,243.2593065,310.10971186,426.694760414,320.306307388,70.808374512,35.5800785137
 03/08  14:00:00,1416.61438416,104.164549153,509.486828511,0.0,243.2593065,302.612436532,416.354296689,314.973768883,56.6466996096,44.7338281958
 03/08  15:00:00,1418.36605191,104.664672069,510.810617259,0.0,243.2593065,302.612436532,394.493852519,313.974183184,42.4850247072,38.0346446275
 03/08  16:00:00,1414.70225617,105.113460043,506.424999002,0.0,243.2593065,302.612436532,411.829085903,312.959595981,56.6466996096,42.222790312
 03/08  17:00:00,1421.30607028,105.476666945,506.027192983,0.0,243.2593065,310.10971186,435.838811329,315.438185235,84.9700494144,35.4305766796
 03/08  18:00:00,1428.55369177,105.798849999,509.272519426,0.0,243.2593065,310.10971186,421.675877195,319.169260377,84.9700494144,17.5365674043
 03/08  19:00:00,1184.4057729,96.1775156129,529.674608144,0.0,166.938926447,199.110933808,428.835279841,326.393687336,84.9700494144,17.4715430902
 03/08  20:00:00,1183.39810757,96.1775156129,535.699607078,0.0,166.938926447,191.61365848,409.757988692,335.641977038,56.6466996096,17.469312044
 03/08  21:00:00,1048.41146838,96.1775156129,534.568829212,0.0,100.150657288,124.558693486,450.379204154,376.260476433,56.6466996096,17.4720281115
 03/08  22:00:00,1007.98292256,96.1775156129,533.648593091,0.0,100.150657288,124.558693486,443.073958657,383.165000924,42.4850247072,17.4239330252
 03/08  23:00:00,941.241492673,96.1775156129,534.658108349,0.0,46.0930336215,124.558693486,447.457264709,401.713872796,28.3233498048,17.4200421077
 03/08  24:00:00,943.743169157,96.1775156129,536.456626005,0.0,46.0930336215,124.558693486,430.817532168,407.93737384,14.1616749024,8.71848342545
 03/09  01:00:00,934.363119748,96.1775156129,539.661721439,0.0,46.0930336215,113.312780494,436.711155449,413.626867907,5.66466996096,17.4196175804
 03/09  02:00:00,934.002514629,96.1775156129,539.313850929,0.0,46.0930336215,113.312780494,439.679488773,416.59708441,5.66466996096,17.4177344019
 03/09  03:00:00,932.719812087,96.1775156129,537.995214879,0.0,46.0930336215,113.312780494,432.9621244,418.578533324,5.66466996096,8.71892111477
 03/09  04:00:00,934.905278049,96.1775156129,540.335272049,0.0,46.0930336215,113.312780494,445.120677168,422.035376343,5.66466996096,17.420630864
 03/09  05:00:00,1022.76122093,96.1775156129,537.550589556,0.0,100.150657288,148.969399434,427.759146672,404.675108175,5.66466996096,17.4193685355
 03/09  06:00:00,1015.74077465,96.840579696,528.02828314,0.0,100.150657288,149.894399434,596.804142014,565.224381632,14.1616749024,17.4180854792
 03/09  07:00:00,1231.84551837,99.4214300318,524.003643814,0.0,176.471037341,302.612436532,449.981139347,412.937355223,28.3233498048,8.72043431942
 03/09  08:00:00,1345.53546358,101.042596074,516.121974802,0.0,243.2593065,310.10971186,441.808542953,372.946341323,42.4850247072,26.3771769222
 03/09  09:00:00,1380.08407799,101.648828267,508.380450632,0.0,243.2593065,310.10971186,445.017524751,353.028350684,56.6466996096,35.3424744567
 03/09  10:00:00,1409.39638738,102.21892495,503.536339051,0.0,243.2593065,302.612436532,408.989255168,337.164273047,42.4850247072,29.339957414
 03/09  11:00:00,1414.60259873,103.138009902,500.227468877,0.0,243.2593065,310.10971186,433.800159166,321.109609965,70.808374512,41.8821746883
 03/09  12:00:00,1409.55082573,104.270096088,493.584132134,0.0,243.2593065,310.10971186,416.815313626,301.280402754,70.808374512,44.72653636
 03/09  13:00:00,1357.9114967,105.365893229,483.88576988,0.0,243.2593065,310.10971186,389.654357937,283.26664998,70.808374512,35.5793334457
 03/09  14:00:00,1385.63901439,106.722453484,477.740693432,0.0,243.2593065,302.612436532,369.96329793,268.592538498,56.6466996096,44.7240598224
 03/09  15:00:00,1382.29754528,108.309625592,473.324812291,0.0,243.2593065,302.612436532,340.453290404,254.585294785,42.4850247072,43.382970911
 03/09  16:00:00,1381.66104368,109.466899746,472.117599557,0.0,243.2593065,302.612436532,342.056741216,248.532422409,56.6466996096,36.8776191968
 03/09  17:00:00,1389.17967382,110.490318979,471.678575687,0.0,243.2593065,310.10971186,362.515296244,242.116065554,84.9700494144,35.429181275
 03/09  18:00:00,1391.54391614,110.623004442,470.15752529,0.0,243.2593065,310.10971186,355.815291923,253.309104516,84.9700494144,17.5361379925
 03/09  19:00:00,1157.91754153,96.1775156129,503.371814373,0.0,166.938926447,199.110933808,404.706163079,302.26497043,84.9700494144,17.471143235
 03/09  20:00:00,1178.01072923,96.1775156129,529.93468448,0.0,166.938926447,191.61365848,390.307930433,316.192351244,56.6466996096,17.4688795797
 03/09  21:00:00,1035.10971159,96.1775156129,520.329299179,0.0,100.150657288,124.558693486,428.750457615,354.632209395,56.6466996096,17.4715486106
 03/09  22:00:00,993.030732405,96.1775156129,517.57440133,0.0,100.150657288,124.558693486,421.894869525,361.986354478,42.4850247072,17.4234903404
 03/09  23:00:00,930.286171051,96.1775156129,522.804492144,0.0,46.0930336215,124.558693486,429.38771298,383.644805115,28.3233498048,17.4195580603
 03/09  24:00:00,934.261897338,96.1775156129,526.154613314,0.0,46.0930336215,124.558693486,415.134077923,392.254169561,14.1616749024,8.71823345948
 03/10  01:00:00,925.84813895,96.1775156129,530.456112965,0.0,46.0930336215,113.312780494,421.655304157,398.57156795,5.66466996096,17.4190662455
 03/10  02:00:00,927.360853654,96.1775156129,532.134340828,0.0,46.0930336215,113.312780494,424.982319697,401.897172682,5.66466996096,17.4204770546
 03/10  03:00:00,923.689672861,96.1775156129,528.251953984,0.0,46.0930336215,113.312780494,418.614831969,404.231552717,5.66466996096,8.71860929144
 03/10  04:00:00,922.325936357,96.1775156129,526.797426382,0.0,46.0930336215,113.312780494,429.733407648,406.648787809,5.66466996096,17.4199498774
 03/10  05:00:00,1012.23118204,96.1775156129,522.857976323,0.0,100.150657288,148.969399434,411.434013414,388.350691095,5.66466996096,17.4186523572
 03/10  06:00:00,1006.39705509,97.2568468559,514.865374212,0.0,100.150657288,149.894399434,558.564678106,526.98565678,14.1616749024,17.4173464237
 03/10  07:00:00,1220.65136296,99.9360566333,510.043205054,0.0,176.471037341,302.612436532,423.883328854,386.839955554,28.3233498048,8.72002349477
 03/10  08:00:00,1337.47417322,101.804299263,506.679256713,0.0,243.2593065,310.10971186,410.380682689,341.520189255,42.4850247072,26.3754687269
 03/10  09:00:00,1380.78754656,102.967057882,507.845295345,0.0,243.2593065,310.10971186,414.150184019,322.163596768,56.6466996096,35.3398876407
 03/10  10:00:00,1410.50148671,104.330101877,502.724895181,0.0,243.2593065,302.612436532,371.543068211,302.436495089,42.4850247072,26.6215484153
 03/10  11:00:00,1413.37964317,105.648177742,496.819889191,0.0,243.2593065,310.10971186,404.475896224,289.040440311,70.808374512,44.6270814008
 03/10  12:00:00,1409.2709398,106.867381858,491.145620689,0.0,243.2593065,310.10971186,395.627408899,280.092863148,70.808374512,44.7261712392
 03/10  13:00:00,1364.603704,108.366738323,487.39005952,0.0,243.2593065,310.10971186,377.819366038,271.435855963,70.808374512,35.5751355634
 03/10  14:00:00,1398.34093878,110.139371133,486.131046771,0.0,243.2593065,302.612436532,365.5614514,264.188277372,56.6466996096,44.7264744189
 03/10  15:00:00,1398.50528865,111.63235105,484.90210472,0.0,243.2593065,302.612436532,336.603625448,258.41035173,42.4850247072,35.7082490108
 03/10  16:00:00,1397.69614056,113.048272927,482.811856752,0.0,243.2593065,302.612436532,353.517805705,252.336708929,56.6466996096,44.5343971663
 03/10  17:00:00,1403.77657119,113.801467158,481.575700532,0.0,243.2593065,310.10971186,372.684316232,252.289540848,84.9700494144,35.4247259695
 03/10  18:00:00,1411.78065526,113.611868866,485.385975463,0.0,243.2593065,310.10971186,366.775042711,264.271117562,84.9700494144,17.5338757343
 03/10  19:00:00,1178.90989376,96.1775156129,524.425024932,0.0,166.938926447,199.110933808,392.041369895,289.601577638,84.9700494144,17.4697428422
 03/10  20:00:00,1183.07854137,96.1775156129,536.460202134,0.0,166.938926447,191.61365848,378.344803324,304.231167301,56.6466996096,17.4669364137
 03/10  21:00:00,1052.50179605,96.1775156129,540.003538254,0.0,100.150657288,124.558693486,422.604286373,348.488072361,56.6466996096,17.4695144018
 03/10  22:00:00,1010.95259939,96.1775156129,537.619804706,0.0,100.150657288,124.558693486,417.840029636,357.930458038,42.4850247072,17.4245468905
 03/10  23:00:00,945.972851344,96.1775156129,539.811767393,0.0,46.0930336215,124.558693486,424.995292688,379.254375216,28.3233498048,17.4175676675
 03/10  24:00:00,950.146374935,96.1775156129,543.294217775,0.0,46.0930336215,124.558693486,411.82190737,388.940079563,14.1616749024,8.72015290526
 03/11  01:00:00,939.62664423,96.1775156129,545.240926623,0.0,46.0930336215,113.312780494,419.190191346,396.107012844,5.66466996096,17.4185085402
 03/11  02:00:00,942.09249851,96.1775156129,547.888574187,0.0,46.0930336215,113.312780494,425.345839031,402.262869527,5.66466996096,17.4182995429
