Location,BNMC,,,,
Address,"666 N Oak St, Buffalo NY 14203",,,,
Opt. tilt,32 deg,accurate to 0.25 deg,,,
Opt. azimuth,178.25 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Mar 23, 01:00 am",0,0,6.7,0,8.8
"Mar 23, 02:00 am",0,0,6.1,0,4.1
"Mar 23, 03:00 am",0,0,5.6,0,7.7
"Mar 23, 04:00 am",0,0,5,0,7.7
"Mar 23, 05:00 am",0,0,3.3,0,8.2
"Mar 23, 06:00 am",15.2314,17,3.9,84.5148,11.8
"Mar 23, 07:00 am",67.094,73,0,72.0325,9.8
"Mar 23, 08:00 am",170.032,178,-1.1,57.3638,8.8
"Mar 23, 09:00 am",242.947,252,0,42.7851,10.3
"Mar 23, 10:00 am",350.633,308,0,28.4995,7.7
"Mar 23, 11:00 am",966.79,727,2.2,15.3937,11.8
"Mar 23, 12:00 pm",649.644,505,1.1,10.2641,10.3
"Mar 23, 01:00 pm",292.488,264,0.6,20.4319,8.2
"Mar 23, 02:00 pm",411.552,365,0.6,34.2489,9.3
"Mar 23, 03:00 pm",439.823,370,0.6,48.6936,9.3
"Mar 23, 04:00 pm",254.443,223,-0.6,63.3224,10.3
"Mar 23, 05:00 pm",81.9237,76,-0.6,77.9955,8.8
"Mar 23, 06:00 pm",12.0366,13,-1.1,88.3542,7.7
"Mar 23, 07:00 pm",0,0,-1.7,0,7.7
"Mar 23, 08:00 pm",0,0,-2.2,0,6.2
"Mar 23, 09:00 pm",0,0,-2.8,0,6.2
"Mar 23, 10:00 pm",0,0,-2.8,0,5.2
"Mar 23, 11:00 pm",0,0,-3.9,0,4.6
"Mar 24, 12:00 am",0,0,-3.9,0,5.2
"Mar 24, 01:00 am",0,0,-4.4,0,3.1
"Mar 24, 02:00 am",0,0,-5,0,4.1
"Mar 24, 03:00 am",0,0,-6.1,0,2.6
"Mar 24, 04:00 am",0,0,-5.6,0,2.1
"Mar 24, 05:00 am",0,0,-5,0,1.5
"Mar 24, 06:00 am",25.1039,27,-5.6,84.5886,2.6
"Mar 24, 07:00 am",118.308,114,-4.4,71.8839,2.1
"Mar 24, 08:00 am",166.534,176,-3.9,57.2072,2.1
"Mar 24, 09:00 am",250.14,239,-3.3,42.6116,3.1
"Mar 24, 10:00 am",350.409,335,-2.2,28.2884,2.1
"Mar 24, 11:00 am",863.499,670,-1.1,15.0845,3.1
"Mar 24, 12:00 pm",626.9,520,-0.6,9.91179,4.6
"Mar 24, 01:00 pm",283.924,293,-0.6,20.3083,5.2
"Mar 24, 02:00 pm",586.797,471,0,34.2018,5.2
"Mar 24, 03:00 pm",557.204,448,0.6,48.676,6.7
"Mar 24, 04:00 pm",308.563,259,-1.1,63.3179,6.2
"Mar 24, 05:00 pm",118.179,105,-1.7,77.9967,5.7
"Mar 24, 06:00 pm",11.2811,14,-2.2,88.5024,4.6
"Mar 24, 07:00 pm",0,0,-2.2,0,4.1
"Mar 24, 08:00 pm",0,0,-2.8,0,2.6
"Mar 24, 09:00 pm",0,0,-3.3,0,2.6
"Mar 24, 10:00 pm",0,0,-3.9,0,3.1
"Mar 24, 11:00 pm",0,0,-4.4,0,2.6
"Mar 25, 12:00 am",0,0,-4.4,0,3.1
"Mar 25, 01:00 am",0,0,-5,0,2.1
"Mar 25, 02:00 am",0,0,-5,0,2.6
"Mar 25, 03:00 am",0,0,-5,0,2.6
"Mar 25, 04:00 am",0,0,-5,0,3.1
"Mar 25, 05:00 am",0,0,-5.6,0,2.6
"Mar 25, 06:00 am",31.6515,32,-5,84.6622,3.1
"Mar 25, 07:00 am",194.607,156,-3.9,71.7361,3.1
"Mar 25, 08:00 am",459.224,347,-0.6,57.0521,7.2
"Mar 25, 09:00 am",676.808,509,0.6,42.4406,9.3
"Mar 25, 10:00 am",889.321,667,1.1,28.0812,12.9
"Mar 25, 11:00 am",995.252,750,1.1,14.7798,10.3
"Mar 25, 12:00 pm",1071.36,810,1.7,9.56389,10.8
"Mar 25, 01:00 pm",1013.49,772,2.2,20.192,10.3
"Mar 25, 02:00 pm",861.501,661,1.7,34.1592,11.8
"Mar 25, 03:00 pm",662.227,516,2.2,48.6611,10.8
"Mar 25, 04:00 pm",411.688,328,1.7,63.3151,10.3
"Mar 25, 05:00 pm",155.576,134,1.7,77.9987,8.8
"Mar 25, 06:00 pm",12.4135,22,0.6,88.6504,8.8
"Mar 25, 07:00 pm",0,0,0.6,0,8.2
"Mar 25, 08:00 pm",0,0,1.1,0,6.7
"Mar 25, 09:00 pm",0,0,1.7,0,7.7
"Mar 25, 10:00 pm",0,0,1.7,0,7.2
"Mar 25, 11:00 pm",0,0,1.7,0,8.8
"Mar 26, 12:00 am",0,0,1.7,0,7.2
"Mar 26, 01:00 am",0,0,1.1,0,7.2
"Mar 26, 02:00 am",0,0,1.1,0,7.2
"Mar 26, 03:00 am",0,0,1.1,0,6.7
"Mar 26, 04:00 am",0,0,1.1,0,8.8
"Mar 26, 05:00 am",0,0,1.1,0,6.7
"Mar 26, 06:00 am",31.1032,34,1.7,84.7356,7.7
"Mar 26, 07:00 am",55.4882,61,1.7,71.589,8.2
"Mar 26, 08:00 am",243.516,220,-1.1,56.8985,8.2
"Mar 26, 09:00 am",362.229,318,-1.1,42.2722,10.3
"Mar 26, 10:00 am",569.114,473,0,27.878,8.2
"Mar 26, 11:00 am",1016.07,772,-1.1,14.48,7.7
"Mar 26, 12:00 pm",1019.08,778,-0.6,9.22089,9.3
"Mar 26, 01:00 pm",980.878,750,-0.6,20.0831,7.7
"Mar 26, 02:00 pm",874.523,674,-1.1,34.1208,7.2
"Mar 26, 03:00 pm",606.332,480,-1.1,48.649,6.7
"Mar 26, 04:00 pm",414.997,338,-2.2,63.3138,6.7
"Mar 26, 05:00 pm",138.427,123,-2.8,78.0014,6.2
"Mar 26, 06:00 pm",12.3542,18,-3.9,88.798,3.6
"Mar 26, 07:00 pm",0,0,-5,0,3.1
"Mar 26, 08:00 pm",0,0,-5.6,0,1.5
"Mar 26, 09:00 pm",0,0,-4.4,0,5.2
"Mar 26, 10:00 pm",0,0,-5.6,0,4.1
"Mar 26, 11:00 pm",0,0,-6.1,0,3.1
"Mar 27, 12:00 am",0,0,-6.7,0,2.1
"Mar 27, 01:00 am",0,0,-6.7,0,2.1
"Mar 27, 02:00 am",0,0,-6.1,0,2.1
"Mar 27, 03:00 am",0,0,-5.6,0,2.6
"Mar 27, 04:00 am",0,0,-6.1,0,2.6
"Mar 27, 05:00 am",0,0,-6.1,0,4.1
"Mar 27, 06:00 am",31.8383,32,-5.6,84.8088,4.1
"Mar 27, 07:00 am",183.467,153,-3.9,71.4427,5.2
"Mar 27, 08:00 am",445.513,343,-3.3,56.7467,6.7
"Mar 27, 09:00 am",314.469,297,-3.3,42.1065,6.7
"Mar 27, 10:00 am",601.118,498,-2.2,27.679,4.6
"Mar 27, 11:00 am",401.213,378,-1.1,14.1856,5.2
"Mar 27, 12:00 pm",459.648,409,-1.1,8.88331,5.7
"Mar 27, 01:00 pm",205.278,217,-1.7,19.9816,6.7
"Mar 27, 02:00 pm",253.924,265,-1.7,34.0867,7.2
"Mar 27, 03:00 pm",571.77,466,-0.6,48.6394,7.7
"Mar 27, 04:00 pm",211.516,208,-1.1,63.3141,6.7
"Mar 27, 05:00 pm",152.209,136,-0.6,78.0048,6.7
"Mar 27, 06:00 pm",12.3447,26,-1.1,88.9452,4.6
"Mar 27, 07:00 pm",0,0,-1.7,0,4.1
"Mar 27, 08:00 pm",0,0,-1.7,0,4.1
"Mar 27, 09:00 pm",0,0,-2.2,0,3.1
"Mar 27, 10:00 pm",0,0,-2.8,0,4.1
"Mar 27, 11:00 pm",0,0,-2.8,0,4.6
"Mar 28, 12:00 am",0,0,-2.8,0,4.1
"Mar 28, 01:00 am",0,0,-2.8,0,4.1
"Mar 28, 02:00 am",0,0,-3.3,0,4.1
"Mar 28, 03:00 am",0,0,-3.3,0,4.1
"Mar 28, 04:00 am",0,0,-2.8,0,3.6
"Mar 28, 05:00 am",0,0,-2.2,0,2.6
"Mar 28, 06:00 am",27.3735,30,-1.7,84.8819,4.1
"Mar 28, 07:00 am",194.506,163,0.6,71.2975,5.2
"Mar 28, 08:00 am",451.435,361,2.2,56.5966,6.7
"Mar 28, 09:00 am",602.878,482,3.3,41.9437,4.6
"Mar 28, 10:00 am",810.147,637,5,27.4844,4.1
"Mar 28, 11:00 am",814.299,629,5,13.8968,4.6
"Mar 28, 12:00 pm",963.946,739,6.1,8.55175,5.2
"Mar 28, 01:00 pm",951.645,739,6.7,19.8876,5.7
"Mar 28, 02:00 pm",799.401,622,7.2,34.0568,6.2
"Mar 28, 03:00 pm",559.763,460,6.1,48.6323,6.2
"Mar 28, 04:00 pm",373.506,309,6.1,63.3158,5.2
"Mar 28, 05:00 pm",143.427,131,5.6,78.0087,5.2
"Mar 28, 06:00 pm",14.7999,23,4.4,89.092,3.1
"Mar 28, 07:00 pm",0,0,3.3,0,2.6
"Mar 28, 08:00 pm",0,0,3.3,0,2.1
"Mar 28, 09:00 pm",0,0,0,0,0
"Mar 28, 10:00 pm",0,0,-1.7,0,2.1
"Mar 28, 11:00 pm",0,0,-1.7,0,2.1
"Mar 29, 12:00 am",0,0,-1.7,0,2.1
"Mar 29, 01:00 am",0,0,-1.1,0,3.1
"Mar 29, 02:00 am",0,0,-1.7,0,2.6
"Mar 29, 03:00 am",0,0,-1.7,0,3.1
"Mar 29, 04:00 am",0,0,-1.1,0,3.6
"Mar 29, 05:00 am",0,0,-1.7,0,5.2
"Mar 29, 06:00 am",37.6666,38,-1.1,84.9549,4.1
"Mar 29, 07:00 am",205.361,173,1.1,71.1534,5.2
"Mar 29, 08:00 am",424.482,343,3.3,56.4485,4.1
"Mar 29, 09:00 am",624.783,497,5,41.7838,3.6
"Mar 29, 10:00 am",813.605,633,7.8,27.2943,5.2
"Mar 29, 11:00 am",845.841,660,9.4,13.6142,5.7
"Mar 29, 12:00 pm",878.753,699,10,8.22684,5.7
"Mar 29, 01:00 pm",412.171,369,9.4,19.8009,5.7
"Mar 29, 02:00 pm",413.937,374,10,34.031,6.2
"Mar 29, 03:00 pm",180.226,193,7.8,48.6276,6.7
"Mar 29, 04:00 pm",155.07,165,6.7,63.3188,7.2
"Mar 29, 05:00 pm",63.1974,70,6.1,78.0132,6.7
"Mar 29, 06:00 pm",5.35426,6,4.4,89.2383,4.1
"Mar 29, 07:00 pm",0,0,3.9,0,4.6
"Mar 29, 08:00 pm",0,0,4.4,0,4.6
"Mar 29, 09:00 pm",0,0,4.4,0,4.6
"Mar 29, 10:00 pm",0,0,5.6,0,5.7
"Mar 29, 11:00 pm",0,0,5,0,3.6
"Mar 30, 12:00 am",0,0,4.4,0,3.6
"Mar 30, 01:00 am",0,0,3.9,0,3.6
"Mar 30, 02:00 am",0,0,4.4,0,4.6
"Mar 30, 03:00 am",0,0,5,0,6.2
"Mar 30, 04:00 am",0,0,5,0,4.6
"Mar 30, 05:00 am",0,0,4.4,0,4.1
"Mar 30, 06:00 am",13.595,16,4.4,85.0278,5.7
"Mar 30, 07:00 am",48.9082,54,4.4,71.0106,4.6
"Mar 30, 08:00 am",90.9397,100,5,56.3024,3.6
"Mar 30, 09:00 am",141.485,154,6.1,41.627,4.6
"Mar 30, 10:00 am",183.661,196,6.1,27.1089,5.7
"Mar 30, 11:00 am",220.138,234,6.7,13.3381,5.7
"Mar 30, 12:00 pm",232.911,248,6.7,7.90931,5.7
"Mar 30, 01:00 pm",198.257,213,7.2,19.7218,4.6
"Mar 30, 02:00 pm",329.014,342,7.8,34.0093,4.6
"Mar 30, 03:00 pm",147.425,160,8.3,48.6253,3.1
"Mar 30, 04:00 pm",90.3774,99,7.8,63.3231,2.1
"Mar 30, 05:00 pm",43.3463,48,7.8,78.0181,2.6
"Mar 30, 06:00 pm",8.93916,10,7.2,89.384,3.1
"Mar 30, 07:00 pm",0,0,6.7,0,2.1
"Mar 30, 08:00 pm",0,0,7.2,0,3.1
"Mar 30, 09:00 pm",0,0,6.7,0,2.6
"Mar 30, 10:00 pm",0,0,6.7,0,1.5
"Mar 30, 11:00 pm",0,0,6.7,0,2.1
"Mar 31, 12:00 am",0,0,6.1,0,2.1
"Mar 31, 01:00 am",0,0,6.1,0,0
"Mar 31, 02:00 am",0,0,6.1,0,3.1
"Mar 31, 03:00 am",0,0,6.1,0,2.1
"Mar 31, 04:00 am",0,0,6.1,0,1.5
"Mar 31, 05:00 am",0,0,6.1,0,1.5
"Mar 31, 06:00 am",14.3168,16,6.1,85.1007,1.5
"Mar 31, 07:00 am",55.2599,61,6.1,70.869,2.6
"Mar 31, 08:00 am",198.775,210,6.7,56.1585,3.1
"Mar 31, 09:00 am",266.664,278,7.2,41.4734,3.6
"Mar 31, 10:00 am",184.772,199,7.2,26.9284,3.1
"Mar 31, 11:00 am",342.256,355,7.8,13.0689,5.2
"Mar 31, 12:00 pm",390.202,401,8.3,7.59994,4.1
"Mar 31, 01:00 pm",345.12,358,9.4,19.65,5.7
"Mar 31, 02:00 pm",303.113,316,9.4,33.9915,4.6
"Mar 31, 03:00 pm",251.547,265,9.4,48.6252,4.6
"Mar 31, 04:00 pm",140.682,152,8.9,63.3286,4.6
"Mar 31, 05:00 pm",64.2481,71,8.3,78.0233,4.6
"Mar 31, 06:00 pm",16.0797,18,7.8,89.529,4.1
"Mar 31, 07:00 pm",0,0,7.2,0,3.6
"Mar 31, 08:00 pm",0,0,6.1,0,3.6
"Mar 31, 09:00 pm",0,0,5.5,0,3.3
"Mar 31, 10:00 pm",0,0,4.8,0,3
"Mar 31, 11:00 pm",0,0,4.2,0,2.7
"Apr 1, 12:00 am",0,0,3.6,0,2.4
"Apr 1, 01:00 am",0,0,3,0,2.1
"Apr 1, 02:00 am",0,0,2.3,0,1.8
"Apr 1, 03:00 am",0,0,1.7,0,1.5
"Apr 1, 04:00 am",0,0,0.6,0,2.6
"Apr 1, 05:00 am",0,0,0,0,3.6
"Apr 1, 06:00 am",39.4398,43,0.6,85.2043,2.6
"Apr 1, 07:00 am",224.974,196,2.8,70.6701,3.6
"Apr 1, 08:00 am",421.942,351,5,55.9575,3.6
"Apr 1, 09:00 am",702.142,554,7.8,41.2606,0
"Apr 1, 10:00 am",850.167,665,9.4,26.6803,0
"Apr 1, 11:00 am",867.896,688,10,12.6989,2.1
"Apr 1, 12:00 pm",567.248,506,11.7,7.1757,2.1
"Apr 1, 01:00 pm",174.609,188,11.1,19.5607,1.5
"Apr 1, 02:00 pm",235.125,249,9.4,33.9728,6.2
"Apr 1, 03:00 pm",165.475,177,7.2,48.6288,6.7
"Apr 1, 04:00 pm",158.304,170,6.1,63.3384,4.6
"Apr 1, 05:00 pm",68.9535,77,6.1,78.0313,4.1
"Apr 1, 06:00 pm",15.2442,17,6.1,89.7343,3.6
"Apr 1, 07:00 pm",0,0,6.7,0,2.1
"Apr 1, 08:00 pm",0,0,6.7,0,2.6
"Apr 1, 09:00 pm",0,0,6.7,0,2.6
"Apr 1, 10:00 pm",0,0,6.1,0,3.1
"Apr 1, 11:00 pm",0,0,6.1,0,2.1
"Apr 2, 12:00 am",0,0,5.6,0,3.1
"Apr 2, 01:00 am",0,0,5.6,0,3.1
"Apr 2, 02:00 am",0,0,5,0,2.1
"Apr 2, 03:00 am",0,0,5.6,0,3.1
"Apr 2, 04:00 am",0,0,5,0,2.6
"Apr 2, 05:00 am",0,0,5,92.2671,3.1
"Apr 2, 06:00 am",20.7888,23,5,85.1641,3.6
"Apr 2, 07:00 am",101.399,110,5,70.5321,3.6
"Apr 2, 08:00 am",98.9286,109,5,55.819,3.6
"Apr 2, 09:00 am",257.722,272,6.1,41.1151,2.6
"Apr 2, 10:00 am",329.987,343,6.7,26.5121,3.6
"Apr 2, 11:00 am",376.943,389,6.1,12.4485,4.1
"Apr 2, 12:00 pm",377.468,391,5.6,6.89002,4.1
"Apr 2, 01:00 pm",909.857,726,7.2,19.5068,5.7
"Apr 2, 02:00 pm",861.275,694,8.3,33.9642,6.7
"Apr 2, 03:00 pm",606.838,500,8.3,48.6339,7.7
"Apr 2, 04:00 pm",405.471,351,6.7,63.3466,6.7
"Apr 2, 05:00 pm",154.319,152,6.1,78.0373,7.2
"Apr 2, 06:00 pm",15.1579,24,3.9,89.8777,7.7
"Apr 2, 07:00 pm",0,0,3.3,0,6.2
"Apr 2, 08:00 pm",0,0,3.3,0,6.7
"Apr 2, 09:00 pm",0,0,3.3,0,6.2
"Apr 2, 10:00 pm",0,0,2.8,0,1.5
"Apr 2, 11:00 pm",0,0,1.7,0,2.1
"Apr 3, 12:00 am",0,0,0.6,0,1.5
"Apr 3, 01:00 am",0,0,0,0,0
"Apr 3, 02:00 am",0,0,-1.7,0,0
"Apr 3, 03:00 am",0,0,-2.2,0,0
"Apr 3, 04:00 am",0,0,-2.8,0,1.5
"Apr 3, 05:00 am",0,0,-2.8,92.3596,1.5
"Apr 3, 06:00 am",49.5654,53,-2.8,85.0274,2.1
"Apr 3, 07:00 am",270.686,231,0,70.3958,3.6
"Apr 3, 08:00 am",546.922,441,3.3,55.683,4.6
"Apr 3, 09:00 am",713.371,568,6.1,40.9731,3.1
"Apr 3, 10:00 am",807.734,644,7.8,26.3493,3.6
"Apr 3, 11:00 am",460.238,394,8.9,12.2066,3.6
"Apr 3, 12:00 pm",526.261,476,11.1,6.61593,0
"Apr 3, 01:00 pm",901.233,727,11.1,19.4601,4.1
"Apr 3, 02:00 pm",735.513,607,12.2,33.9592,6.7
"Apr 3, 03:00 pm",444.186,395,11.7,48.6409,7.2
"Apr 3, 04:00 pm",210.355,204,10,63.3556,7.7
"Apr 3, 05:00 pm",80.8237,89,7.2,78.0433,8.8
"Apr 3, 06:00 pm",20.8868,24,6.7,90.0202,7.7
"Apr 3, 07:00 pm",0,0,5.6,0,7.2
"Apr 3, 08:00 pm",0,0,5.6,0,7.7
"Apr 3, 09:00 pm",0,0,5.6,0,8.2
"Apr 3, 10:00 pm",0,0,6.1,0,6.2
"Apr 3, 11:00 pm",0,0,5,0,4.1
"Apr 4, 12:00 am",0,0,5.6,0,4.1
"Apr 4, 01:00 am",0,0,6.7,0,6.2
"Apr 4, 02:00 am",0,0,7.2,0,4.1
"Apr 4, 03:00 am",0,0,7.8,0,1.5
"Apr 4, 04:00 am",0,0,8.3,0,4.1
"Apr 4, 05:00 am",0,0,8.3,92.4495,4.6
"Apr 4, 06:00 am",24.3066,27,6.7,84.8913,8.2
"Apr 4, 07:00 am",151.014,154,5.6,70.2613,6.7
"Apr 4, 08:00 am",181.985,194,5,55.5496,6.7
"Apr 4, 09:00 am",211.896,224,5,40.8349,9.8
"Apr 4, 10:00 am",338.104,349,5.6,26.1921,8.8
"Apr 4, 11:00 am",235.258,250,4.4,11.9738,9.3
"Apr 4, 12:00 pm",183.407,197,5,6.35465,8.8
"Apr 4, 01:00 pm",168.707,182,5,19.4205,11.8
"Apr 4, 02:00 pm",170.151,183,4.4,33.9577,12.9
"Apr 4, 03:00 pm",158.147,172,3.9,48.6498,10.3
"Apr 4, 04:00 pm",102.303,112,2.8,63.3655,13.4
"Apr 4, 05:00 pm",76.019,85,2.2,78.0494,8.8
"Apr 4, 06:00 pm",17.0161,19,1.7,90.1618,10.3
"Apr 4, 07:00 pm",0,0,2.2,0,10.3
"Apr 4, 08:00 pm",0,0,2.2,0,10.3
"Apr 4, 09:00 pm",0,0,1.7,0,10.3
"Apr 4, 10:00 pm",0,0,1.7,0,9.3
"Apr 4, 11:00 pm",0,0,1.1,0,7.7
"Apr 5, 12:00 am",0,0,1.1,0,7.7
"Apr 5, 01:00 am",0,0,1.1,0,7.7
"Apr 5, 02:00 am",0,0,2.2,0,7.7
"Apr 5, 03:00 am",0,0,2.2,0,7.2
"Apr 5, 04:00 am",0,0,1.7,0,7.2
"Apr 5, 05:00 am",0.924024,1,1.1,92.5371,6.7
"Apr 5, 06:00 am",55.8679,62,1.7,84.7562,6.7
"Apr 5, 07:00 am",284.78,247,3.3,70.1286,7.2
"Apr 5, 08:00 am",545.427,446,5,55.4188,6.7
"Apr 5, 09:00 am",780.996,626,7.2,40.7003,6.7
"Apr 5, 10:00 am",949.051,760,8.9,26.0405,8.8
"Apr 5, 11:00 am",1046.65,836,7.8,11.7505,10.3
"Apr 5, 12:00 pm",1067,854,6.1,6.10751,9.3
"Apr 5, 01:00 pm",1002.78,810,7.2,19.388,9.3
"Apr 5, 02:00 pm",866.627,710,6.7,33.9596,9.3
"Apr 5, 03:00 pm",632.183,528,6.1,48.6604,9.8
"Apr 5, 04:00 pm",192.109,186,6.1,63.3761,8.8
"Apr 5, 05:00 pm",149.427,154,5,78.0555,8.2
"Apr 5, 06:00 pm",21.0651,30,3.9,90.3024,5.7
"Apr 5, 07:00 pm",0,0,3.3,0,6.7
"Apr 5, 08:00 pm",0,0,2.8,0,6.2
"Apr 5, 09:00 pm",0,0,2.2,0,5.2
"Apr 5, 10:00 pm",0,0,2.2,0,5.2
"Apr 5, 11:00 pm",0,0,2.2,0,5.2
"Apr 6, 12:00 am",0,0,2.8,0,5.2
"Apr 6, 01:00 am",0,0,2.8,0,4.6
"Apr 6, 02:00 am",0,0,2.2,0,3.6
"Apr 6, 03:00 am",0,0,1.7,0,3.6
"Apr 6, 04:00 am",0,0,1.1,0,3.6
"Apr 6, 05:00 am",0,0,1.1,92.6227,3.6
"Apr 6, 06:00 am",44.5251,50,1.7,84.622,4.1
"Apr 6, 07:00 am",249.404,224,4.4,69.998,2.1
"Apr 6, 08:00 am",487.072,404,5.6,55.2908,1.5
"Apr 6, 09:00 am",722.186,586,7.8,40.5696,0
"Apr 6, 10:00 am",842.237,681,8.9,25.8947,0
"Apr 6, 11:00 am",964.391,781,11.7,11.5372,0
"Apr 6, 12:00 pm",866.481,717,12.2,5.87597,0
"Apr 6, 01:00 pm",745.97,639,13.3,19.3623,1.5
"Apr 6, 02:00 pm",674.295,591,14.4,33.9647,0
"Apr 6, 03:00 pm",504.832,441,15,48.6726,0
"Apr 6, 04:00 pm",261.789,248,14.4,63.3873,0
"Apr 6, 05:00 pm",136.652,142,11.7,78.0615,8.2
"Apr 6, 06:00 pm",18.0807,24,10,90.4421,5.2
"Apr 6, 07:00 pm",0,0,8.3,0,7.2
"Apr 6, 08:00 pm",0,0,7.2,0,6.2
"Apr 6, 09:00 pm",0,0,6.7,0,4.6
"Apr 6, 10:00 pm",0,0,6.1,0,4.6
"Apr 6, 11:00 pm",0,0,6.1,0,4.1
"Apr 7, 12:00 am",0,0,7.2,0,5.7
"Apr 7, 01:00 am",0,0,6.7,0,4.1
"Apr 7, 02:00 am",0,0,5.6,0,4.1
"Apr 7, 03:00 am",0,0,6.1,0,4.1
"Apr 7, 04:00 am",0,0,10.6,0,7.2
"Apr 7, 05:00 am",1.84805,2,10.6,92.7064,5.2
"Apr 7, 06:00 am",61.2661,68,11.1,84.489,5.7
"Apr 7, 07:00 am",193.173,183,13.3,69.8693,5.7
"Apr 7, 08:00 am",358.953,324,15.6,55.1656,6.7
"Apr 7, 09:00 am",479.39,424,16.1,40.4428,8.8
"Apr 7, 10:00 am",613.711,533,18.3,25.7547,9.8
"Apr 7, 11:00 am",701.91,601,19.4,11.3343,6.7
"Apr 7, 12:00 pm",663.402,567,20,5.66153,6.2
"Apr 7, 01:00 pm",648.678,583,20,19.3434,9.3
"Apr 7, 02:00 pm",555.387,485,18.3,33.9729,6.2
"Apr 7, 03:00 pm",200.189,215,17.8,48.6863,3.6
"Apr 7, 04:00 pm",117.526,129,16.7,63.3992,3.1
"Apr 7, 05:00 pm",38.9357,43,16.1,78.0673,0
"Apr 7, 06:00 pm",13.4284,15,16.1,90.5807,3.1
"Apr 7, 07:00 pm",0,0,17.2,0,5.7
"Apr 7, 08:00 pm",0,0,16.1,0,6.7
"Apr 7, 09:00 pm",0,0,15,0,6.7
"Apr 7, 10:00 pm",0,0,14.4,0,7.2
"Apr 7, 11:00 pm",0,0,13.9,0,7.2
"Apr 8, 12:00 am",0,0,13.9,0,7.7
"Apr 8, 01:00 am",0,0,13.3,0,7.7
"Apr 8, 02:00 am",0,0,13.3,0,7.7
"Apr 8, 03:00 am",0,0,12.8,0,7.2
"Apr 8, 04:00 am",0,0,11.7,0,7.2
"Apr 8, 05:00 am",0.924024,2,11.7,92.7884,6.7
"Apr 8, 06:00 am",59.5352,67,12.2,84.3573,6.2
"Apr 8, 07:00 am",275.784,246,13.9,69.7429,4.6
"Apr 8, 08:00 am",512.559,429,16.7,55.0433,8.2
"Apr 8, 09:00 am",482.756,426,17.8,40.32,7.7
"Apr 8, 10:00 am",621.406,538,19.4,25.6207,9.3
"Apr 8, 11:00 am",553.285,495,19.4,11.1424,7.2
"Apr 8, 12:00 pm",544.71,498,21.1,5.4658,8.2
"Apr 8, 01:00 pm",726.473,607,20.6,19.331,10.3
"Apr 8, 02:00 pm",467.746,418,19.4,33.9841,9.3
"Apr 8, 03:00 pm",189.549,191,17.8,48.7015,6.2
"Apr 8, 04:00 pm",183.804,191,16.1,63.4115,6.7
"Apr 8, 05:00 pm",53.4143,60,16.7,78.0729,9.8
"Apr 8, 06:00 pm",17.9356,20,16.7,90.7181,11.3
"Apr 8, 07:00 pm",0,0,16.1,0,11.8
"Apr 8, 08:00 pm",0,0,15.6,0,9.3
"Apr 8, 09:00 pm",0,0,13.9,0,12.9
"Apr 8, 10:00 pm",0,0,14.4,0,9.3
"Apr 8, 11:00 pm",0,0,12.8,0,6.2
"Apr 9, 12:00 am",0,0,11.7,0,3.1
"Apr 9, 01:00 am",0,0,12.2,0,5.7
"Apr 9, 02:00 am",0,0,12.2,0,4.6
"Apr 9, 03:00 am",0,0,11.7,0,3.6
"Apr 9, 04:00 am",0,0,11.7,0,4.1
"Apr 9, 05:00 am",2.77207,3,11.7,92.869,3.6
"Apr 9, 06:00 am",57.8414,66,11.7,84.2271,4.1
"Apr 9, 07:00 am",138.593,138,12.2,69.6186,5.2
"Apr 9, 08:00 am",208.063,211,13.9,54.924,5.2
"Apr 9, 09:00 am",533.628,452,14.4,40.2013,5.7
"Apr 9, 10:00 am",520.566,474,15,25.4928,5.2
"Apr 9, 11:00 am",415.717,382,15.6,10.9619,4.1
"Apr 9, 12:00 pm",784.071,649,15.6,5.29038,5.2
"Apr 9, 01:00 pm",510.646,463,17.2,19.3251,4.6
"Apr 9, 02:00 pm",693.605,589,16.1,33.9982,0
"Apr 9, 03:00 pm",386.008,355,15.6,48.7181,2.6
"Apr 9, 04:00 pm",286.262,274,13.3,63.4242,5.2
"Apr 9, 05:00 pm",129.514,139,10,78.0782,3.1
"Apr 9, 06:00 pm",25.363,31,10,90.8543,4.1
"Apr 9, 07:00 pm",0,0,9.4,0,2.1
"Apr 9, 08:00 pm",0,0,8.9,0,4.1
"Apr 9, 09:00 pm",0,0,8.3,0,3.1
"Apr 9, 10:00 pm",0,0,8.3,0,4.1
"Apr 9, 11:00 pm",0,0,8.3,0,3.1
"Apr 10, 12:00 am",0,0,8.9,0,4.1
"Apr 10, 01:00 am",0,0,4.4,0,7.7
"Apr 10, 02:00 am",0,0,3.9,0,5.7
"Apr 10, 03:00 am",0,0,3.3,0,4.1
"Apr 10, 04:00 am",0,0,3.9,0,3.6
"Apr 10, 05:00 am",2.77207,3,4.4,92.9483,2.6
"Apr 10, 06:00 am",19.7975,22,5,84.0983,5.7
"Apr 10, 07:00 am",111.698,121,3.9,69.4967,4.1
"Apr 10, 08:00 am",195.638,210,4.4,54.8077,4.1
"Apr 10, 09:00 am",221.285,236,6.1,40.0867,4.1
"Apr 10, 10:00 am",199.34,215,7.8,25.3711,7.2
