Location,TVA,,,,
Address,"1709 Alcoa Highway, Knoxville TN",,,,
Long. Lat,35.942,-83.952,,,
Opt. tilt,30.75 deg,accurate to 0.25 deg,,,
Opt. azimuth,179.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Mar 30, 04:00 pm",457.475,396,26.1,57.3407,5.7
"Mar 30, 05:00 pm",203.993,189,25,72.2545,5.2
"Mar 30, 06:00 pm",35.5318,41,23.3,86.0608,4.6
"Mar 30, 07:00 pm",0,0,20,0,2.1
"Mar 30, 08:00 pm",0,0,18.3,0,2.1
"Mar 30, 09:00 pm",0,0,18.9,0,2.6
"Mar 30, 10:00 pm",0,0,18.9,0,3.6
"Mar 30, 11:00 pm",0,0,18.9,0,3.6
"Mar 31, 12:00 am",0,0,20,0,3.1
"Mar 31, 01:00 am",0,0,18.3,0,3.1
"Mar 31, 02:00 am",0,0,20,0,5.2
"Mar 31, 03:00 am",0,0,21.1,0,6.2
"Mar 31, 04:00 am",0,0,19.4,0,7.2
"Mar 31, 05:00 am",0,0,19.4,0,5.7
"Mar 31, 06:00 am",12.6497,14,20.6,88.3988,7.2
"Mar 31, 07:00 am",37.7065,41,21.1,77.0405,8.8
"Mar 31, 08:00 am",142.503,154,21.7,62.1411,6.7
"Mar 31, 09:00 am",207.699,222,21.7,47.2128,6.7
"Mar 31, 10:00 am",267.5,283,21.7,32.2748,9.3
"Mar 31, 11:00 am",180.675,194,15,17.3364,10.3
"Mar 31, 12:00 pm",205.707,222,13.3,2.48115,8.2
"Mar 31, 01:00 pm",200.919,215,12.2,12.5915,7.7
"Mar 31, 02:00 pm",313.653,330,12.8,27.5254,5.7
"Mar 31, 03:00 pm",271.955,288,13.9,42.463,9.8
"Mar 31, 04:00 pm",346.339,320,14.4,57.393,9.3
"Mar 31, 05:00 pm",199.165,188,15,72.3027,8.8
"Mar 31, 06:00 pm",28.7949,33,13.3,86.207,5.2
"Mar 31, 07:00 pm",0,0,12.2,0,5.2
"Mar 31, 08:00 pm",0,0,11.1,0,5.7
"Mar 31, 09:00 pm",0,0,11.2,0,4.9
"Mar 31, 10:00 pm",0,0,11.3,0,4.1
"Mar 31, 11:00 pm",0,0,11.4,0,3.3
"Apr 1, 12:00 am",0,0,11.4,0,2.4
"Apr 1, 01:00 am",0,0,11.5,0,1.6
"Apr 1, 02:00 am",0,0,11.6,0,0.8
"Apr 1, 03:00 am",0,0,11.7,0,0
"Apr 1, 04:00 am",0,0,10.6,0,0
"Apr 1, 05:00 am",0,0,9.4,0,1.5
"Apr 1, 06:00 am",17.9203,25,10,88.4576,0
"Apr 1, 07:00 am",154.855,148,12.8,76.9606,1.5
"Apr 1, 08:00 am",344.642,309,15,62.0647,3.1
"Apr 1, 09:00 am",603.989,527,18.3,47.1394,2.6
"Apr 1, 10:00 am",778.491,661,21.1,32.2033,2.1
"Apr 1, 11:00 am",730.879,650,21.1,17.2637,4.1
"Apr 1, 12:00 pm",947.106,797,22.8,2.35219,5.2
"Apr 1, 01:00 pm",680.946,602,23.9,12.634,4.1
"Apr 1, 02:00 pm",788.51,682,25,27.5719,4.1
"Apr 1, 03:00 pm",364.53,334,23.9,42.5081,4.1
"Apr 1, 04:00 pm",282.478,274,24.4,57.4352,2.6
"Apr 1, 05:00 pm",197.942,188,21.7,72.341,5.7
"Apr 1, 06:00 pm",36.6444,43,20,86.3219,3.1
"Apr 1, 07:00 pm",0,0,17.8,0,2.6
"Apr 1, 08:00 pm",0,0,17.8,0,2.1
"Apr 1, 09:00 pm",0,0,16.1,0,1.5
"Apr 1, 10:00 pm",0,0,15,0,2.1
"Apr 1, 11:00 pm",0,0,13.9,0,0
"Apr 2, 12:00 am",0,0,12.8,0,0
"Apr 2, 01:00 am",0,0,12.2,0,1.5
"Apr 2, 02:00 am",0,0,12.2,0,2.1
"Apr 2, 03:00 am",0,0,13.3,0,3.1
"Apr 2, 04:00 am",0,0,10.6,0,3.1
"Apr 2, 05:00 am",0,0,11.7,0,2.6
"Apr 2, 06:00 am",16.7816,25,12.2,88.5317,3.1
"Apr 2, 07:00 am",138.245,138,15,76.8604,3.1
"Apr 2, 08:00 am",341.173,310,17.2,61.9695,6.2
"Apr 2, 09:00 am",598.143,516,18.9,47.049,5.2
"Apr 2, 10:00 am",496.576,462,19.4,32.1168,5.7
"Apr 2, 11:00 am",633.873,565,21.1,17.1794,4.6
"Apr 2, 12:00 pm",297.707,314,20,2.2408,5.7
"Apr 2, 01:00 pm",776.201,669,20.6,12.6978,3.6
"Apr 2, 02:00 pm",709.25,617,20.6,27.6349,5.2
"Apr 2, 03:00 pm",532.88,468,21.1,42.5674,5.2
"Apr 2, 04:00 pm",482.442,425,19.4,57.4897,5.2
"Apr 2, 05:00 pm",236.88,226,18.3,72.3898,5.2
"Apr 2, 06:00 pm",38.1814,50,15.6,86.4672,5.2
"Apr 2, 07:00 pm",0,0,13.3,0,3.1
"Apr 2, 08:00 pm",0,0,11.7,0,2.6
"Apr 2, 09:00 pm",0,0,10,0,4.1
"Apr 2, 10:00 pm",0,0,8.3,0,4.1
"Apr 2, 11:00 pm",0,0,6.7,0,1.5
"Apr 3, 12:00 am",0,0,5.6,0,2.6
"Apr 3, 01:00 am",0,0,6.1,0,2.6
"Apr 3, 02:00 am",0,0,5.6,0,3.1
"Apr 3, 03:00 am",0,0,5.6,0,3.1
"Apr 3, 04:00 am",0,0,5,0,2.6
"Apr 3, 05:00 am",0,0,4.4,0,2.6
"Apr 3, 06:00 am",9.0233,10,4.4,88.6056,2.1
"Apr 3, 07:00 am",47.9414,53,5,76.7613,3.1
"Apr 3, 08:00 am",116.887,127,5,61.8764,3.6
"Apr 3, 09:00 am",189.905,204,5.6,46.9616,1.5
"Apr 3, 10:00 am",304.189,321,6.1,32.035,2.1
"Apr 3, 11:00 am",312.047,329,6.1,17.104,3.6
"Apr 3, 12:00 pm",391.559,409,5.6,2.19504,3.1
"Apr 3, 01:00 pm",350.031,367,5.6,12.7725,2.6
"Apr 3, 02:00 pm",332.948,350,5.6,27.7022,2.1
"Apr 3, 03:00 pm",284.134,301,6.1,42.6289,3.6
"Apr 3, 04:00 pm",210.347,225,5.6,57.5453,2.6
"Apr 3, 05:00 pm",111.313,121,5.6,72.4389,2.6
"Apr 3, 06:00 pm",26.9315,30,5.6,86.6118,2.1
"Apr 3, 07:00 pm",0,0,5.6,0,0
"Apr 3, 08:00 pm",0,0,5.6,0,2.6
"Apr 3, 09:00 pm",0,0,5,0,3.6
"Apr 3, 10:00 pm",0,0,4.4,0,2.1
"Apr 3, 11:00 pm",0,0,3.9,0,2.1
"Apr 4, 12:00 am",0,0,3.9,0,3.1
"Apr 4, 01:00 am",0,0,3.3,0,2.1
"Apr 4, 02:00 am",0,0,3.3,0,2.6
"Apr 4, 03:00 am",0,0,3.3,0,2.1
"Apr 4, 04:00 am",0,0,2.8,0,2.1
"Apr 4, 05:00 am",0,0,2.8,0,2.6
"Apr 4, 06:00 am",19.0425,35,2.2,88.6791,3.1
"Apr 4, 07:00 am",190.515,185,4.4,76.6637,4.1
"Apr 4, 08:00 am",454.115,406,6.1,61.7854,3.1
"Apr 4, 09:00 am",535.614,466,8.3,46.8774,2.6
"Apr 4, 10:00 am",587.337,514,8.9,31.958,2.6
"Apr 4, 11:00 am",1055.59,905,10.6,17.0377,2.6
"Apr 4, 12:00 pm",1004.88,856,12.8,2.21817,3.1
"Apr 4, 01:00 pm",988.684,847,13.9,12.8576,4.1
"Apr 4, 02:00 pm",902.329,776,15,27.7737,4.1
"Apr 4, 03:00 pm",725.116,630,16.1,42.6925,6.2
"Apr 4, 04:00 pm",500.561,446,15.6,57.6018,5.7
"Apr 4, 05:00 pm",179.76,178,15.6,72.4881,5.7
"Apr 4, 06:00 pm",37.6404,50,13.9,86.7558,4.6
"Apr 4, 07:00 pm",0,0,12.8,0,3.1
"Apr 4, 08:00 pm",0,0,11.7,0,2.6
"Apr 4, 09:00 pm",0,0,10.6,0,3.6
"Apr 4, 10:00 pm",0,0,10,0,3.1
"Apr 4, 11:00 pm",0,0,10,0,2.6
"Apr 5, 12:00 am",0,0,9.4,0,3.1
"Apr 5, 01:00 am",0,0,10.6,0,4.1
"Apr 5, 02:00 am",0,0,10.6,0,4.1
"Apr 5, 03:00 am",0,0,8.9,0,2.1
"Apr 5, 04:00 am",0,0,7.8,0,3.1
"Apr 5, 05:00 am",0,0,7.2,0,2.1
"Apr 5, 06:00 am",19.8048,29,6.1,88.7525,2.1
"Apr 5, 07:00 am",173.299,170,10,76.5674,1.5
"Apr 5, 08:00 am",431.625,388,12.8,61.6965,2.1
"Apr 5, 09:00 am",683.284,596,14.4,46.7963,2.1
"Apr 5, 10:00 am",890.161,765,15,31.8859,2.6
"Apr 5, 11:00 am",1019.61,871,16.7,16.9804,3.1
"Apr 5, 12:00 pm",1067.01,918,18.3,2.30732,2.1
"Apr 5, 01:00 pm",1039.66,898,19.4,12.9527,4.1
"Apr 5, 02:00 pm",939.262,810,20,27.8492,5.2
"Apr 5, 03:00 pm",628.986,559,20.6,42.7581,5.2
"Apr 5, 04:00 pm",452.298,414,20.6,57.6592,5.7
"Apr 5, 05:00 pm",186.886,188,20,72.5375,4.1
"Apr 5, 06:00 pm",30.0745,35,16.7,86.8991,0
"Apr 5, 07:00 pm",0,0,17.2,0,2.6
"Apr 5, 08:00 pm",0,0,16.7,0,2.6
"Apr 5, 09:00 pm",0,0,15,0,0
"Apr 5, 10:00 pm",0,0,15,0,3.1
"Apr 5, 11:00 pm",0,0,14.4,0,2.6
"Apr 6, 12:00 am",0,0,14.4,0,2.1
"Apr 6, 01:00 am",0,0,12.8,0,3.6
"Apr 6, 02:00 am",0,0,11.7,0,2.6
"Apr 6, 03:00 am",0,0,10.6,0,3.1
"Apr 6, 04:00 am",0,0,10,0,5.2
"Apr 6, 05:00 am",0,0,8.9,0,3.1
"Apr 6, 06:00 am",8.3176,9,8.3,88.8256,4.1
"Apr 6, 07:00 am",54.2208,58,8.3,76.4727,3.6
"Apr 6, 08:00 am",89.6861,99,8.3,61.6099,4.1
"Apr 6, 09:00 am",144.049,156,8.3,46.7184,3.1
"Apr 6, 10:00 am",158.084,171,8.9,31.8187,1.5
"Apr 6, 11:00 am",189.963,205,8.9,16.9323,2.1
"Apr 6, 12:00 pm",217.091,233,8.9,2.45445,2.1
"Apr 6, 01:00 pm",206.22,222,8.3,13.0574,4.6
"Apr 6, 02:00 pm",208.778,225,8.3,27.9285,2.6
"Apr 6, 03:00 pm",164.714,179,7.8,42.8256,4.6
