Location,UMMC,,,,
Address,Jackson MS Int Airport,,,,
Opt. tilt,29.25 deg,accurate to 0.25 deg,,,
Opt. azimuth,180.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Nov 6, 05:00 pm",0.936248,1,16.7,79.7231,4.1
"Nov 6, 06:00 pm",0,0,16.1,0,5.2
"Nov 6, 07:00 pm",0,0,16.7,0,4.1
"Nov 6, 08:00 pm",0,0,16.7,0,5.7
"Nov 6, 09:00 pm",0,0,16.7,0,8.2
"Nov 6, 10:00 pm",0,0,16.7,0,6.7
"Nov 6, 11:00 pm",0,0,17.2,0,5.2
"Nov 7, 12:00 am",0,0,17.2,0,5.2
"Nov 7, 01:00 am",0,0,17.2,0,4.1
"Nov 7, 02:00 am",0,0,17.8,0,6.2
"Nov 7, 03:00 am",0,0,18.3,0,4.6
"Nov 7, 04:00 am",0,0,18.3,0,3.6
"Nov 7, 05:00 am",0,0,18.3,0,4.1
"Nov 7, 06:00 am",8.16111,9,18.9,76.8096,4.1
"Nov 7, 07:00 am",26.353,29,19.4,65.9367,4.6
"Nov 7, 08:00 am",116.565,122,20,52.0183,4.1
"Nov 7, 09:00 am",124.181,131,20,38.6972,6.2
"Nov 7, 10:00 am",130.938,138,20.6,26.9501,3.6
"Nov 7, 11:00 am",290.686,295,21.7,19.8424,4.1
"Nov 7, 12:00 pm",248.392,254,23.3,22.3635,5.2
"Nov 7, 01:00 pm",232.753,238,23.3,32.3315,4.1
"Nov 7, 02:00 pm",110.417,118,22.8,45.038,3.6
"Nov 7, 03:00 pm",72.2668,77,21.7,58.7117,5.2
"Nov 7, 04:00 pm",21.827,24,19.4,72.7387,2.6
"Nov 7, 05:00 pm",0.936248,1,20,79.6354,5.2
"Nov 7, 06:00 pm",0,0,20,0,4.6
"Nov 7, 07:00 pm",0,0,20,0,3.6
"Nov 7, 08:00 pm",0,0,20,0,5.2
"Nov 7, 09:00 pm",0,0,20,0,4.1
"Nov 7, 10:00 pm",0,0,20,0,5.7
"Nov 7, 11:00 pm",0,0,19.4,0,5.2
"Nov 8, 12:00 am",0,0,17.8,0,2.6
"Nov 8, 01:00 am",0,0,17.2,0,5.2
"Nov 8, 02:00 am",0,0,17.8,0,3.6
"Nov 8, 03:00 am",0,0,18.3,0,4.6
"Nov 8, 04:00 am",0,0,18.9,0,3.1
"Nov 8, 05:00 am",0,0,19.4,0,3.6
"Nov 8, 06:00 am",11.8074,13,20.6,76.7529,4.6
"Nov 8, 07:00 am",104.363,101,22.2,66.0074,4.1
"Nov 8, 08:00 am",345.052,240,21.1,52.121,2.1
"Nov 8, 09:00 am",515.025,392,24.4,38.8448,2.6
"Nov 8, 10:00 am",828.782,576,26.1,27.1662,3.1
"Nov 8, 11:00 am",393.883,309,26.1,20.1303,3.1
"Nov 8, 12:00 pm",684.419,505,26.7,22.606,3.1
"Nov 8, 01:00 pm",757.984,525,28.3,32.4839,3.1
"Nov 8, 02:00 pm",600.578,396,28.9,45.1311,2.6
"Nov 8, 03:00 pm",238.19,171,26.7,58.7661,3.1
"Nov 8, 04:00 pm",18.7682,20,17.8,72.7626,5.2
"Nov 8, 05:00 pm",0.936248,1,17.8,79.5473,1.5
"Nov 8, 06:00 pm",0,0,17.8,0,3.1
"Nov 8, 07:00 pm",0,0,17.8,0,2.1
"Nov 8, 08:00 pm",0,0,17.8,0,3.1
"Nov 8, 09:00 pm",0,0,16.7,0,2.6
"Nov 8, 10:00 pm",0,0,14.4,0,1.5
"Nov 8, 11:00 pm",0,0,14.4,0,2.6
"Nov 9, 12:00 am",0,0,13.3,0,2.1
"Nov 9, 01:00 am",0,0,11.1,0,3.6
"Nov 9, 02:00 am",0,0,11.7,0,3.6
"Nov 9, 03:00 am",0,0,10,0,2.1
"Nov 9, 04:00 am",0,0,8.9,0,3.1
"Nov 9, 05:00 am",0,0,8.3,0,4.6
"Nov 9, 06:00 am",56.1415,30,8.9,76.699,2.1
"Nov 9, 07:00 am",294.04,158,11.7,66.0811,3.1
"Nov 9, 08:00 am",551.146,350,13.3,52.2265,5.2
"Nov 9, 09:00 am",764.923,516,14.4,38.9944,4.1
"Nov 9, 10:00 am",902.499,627,16.1,27.3825,2.6
"Nov 9, 11:00 am",970.066,679,17.2,20.4144,2.1
"Nov 9, 12:00 pm",952.485,663,18.9,22.8439,3.6
"Nov 9, 01:00 pm",856.855,585,19.4,32.6326,2.1
"Nov 9, 02:00 pm",683.254,445,20,45.2207,4.1
"Nov 9, 03:00 pm",443.818,261,19.4,58.8169,5.2
"Nov 9, 04:00 pm",166.867,69,16.7,72.7356,3.6
"Nov 9, 05:00 pm",0,4,11.7,0,3.1
"Nov 9, 06:00 pm",0,0,9.4,0,2.1
"Nov 9, 07:00 pm",0,0,8.3,0,1.5
"Nov 9, 08:00 pm",0,0,7.2,0,2.1
"Nov 9, 09:00 pm",0,0,7.2,0,1.5
"Nov 9, 10:00 pm",0,0,6.7,0,2.1
"Nov 9, 11:00 pm",0,0,7.2,0,1.5
"Nov 10, 12:00 am",0,0,6.7,0,2.1
"Nov 10, 01:00 am",0,0,6.1,0,1.5
"Nov 10, 02:00 am",0,0,6.1,0,1.5
"Nov 10, 03:00 am",0,0,6.1,0,2.1
"Nov 10, 04:00 am",0,0,6.1,0,1.5
"Nov 10, 05:00 am",0,0,5.6,0,1.5
"Nov 10, 06:00 am",30.3601,25,6.1,76.6479,0
"Nov 10, 07:00 am",221.519,132,11.7,66.1576,2.1
"Nov 10, 08:00 am",441.566,289,15.6,52.3346,2.1
"Nov 10, 09:00 am",707.214,479,18.9,39.146,2.6
"Nov 10, 10:00 am",782.02,548,22.2,27.599,2.1
"Nov 10, 11:00 am",627.359,441,24.4,20.6944,3.1
"Nov 10, 12:00 pm",954.049,664,25,23.0769,2.1
"Nov 10, 01:00 pm",853.589,582,25,32.7773,3.6
"Nov 10, 02:00 pm",669.006,435,25,45.3066,3.6
"Nov 10, 03:00 pm",404.7,236,25,58.8641,1.5
"Nov 10, 04:00 pm",147.31,62,19.4,72.6715,1.5
"Nov 10, 05:00 pm",0,0,13.3,0,1.5
"Nov 10, 06:00 pm",0,0,12.2,0,2.1
"Nov 10, 07:00 pm",0,0,11.1,0,1.5
"Nov 10, 08:00 pm",0,0,10,0,0
"Nov 10, 09:00 pm",0,0,9.4,0,0
"Nov 10, 10:00 pm",0,0,8.9,0,3.1
"Nov 10, 11:00 pm",0,0,8.9,0,0
"Nov 11, 12:00 am",0,0,8.3,0,0
"Nov 11, 01:00 am",0,0,7.8,0,0
"Nov 11, 02:00 am",0,0,7.8,0,0
"Nov 11, 03:00 am",0,0,7.2,0,0
"Nov 11, 04:00 am",0,0,6.7,0,0
"Nov 11, 05:00 am",0,0,6.7,0,0
"Nov 11, 06:00 am",33.0298,22,6.7,76.5996,1.5
"Nov 11, 07:00 am",253.267,140,12.2,66.2369,2.1
"Nov 11, 08:00 am",518.586,328,16.7,52.4452,2.1
"Nov 11, 09:00 am",735.478,496,20,39.2994,2.1
"Nov 11, 10:00 am",879.952,608,23.3,27.8152,2.6
"Nov 11, 11:00 am",950.511,663,25,20.9702,3.1
"Nov 11, 12:00 pm",927.421,644,26.1,23.3051,3.6
"Nov 11, 01:00 pm",822.263,560,26.7,32.9181,3.1
"Nov 11, 02:00 pm",637.448,416,26.7,45.3887,5.2
"Nov 11, 03:00 pm",392.442,232,26.1,58.9077,4.1
"Nov 11, 04:00 pm",118.167,57,21.7,72.607,2.6
"Nov 11, 05:00 pm",0,0,15,0,2.1
"Nov 11, 06:00 pm",0,0,12.8,0,2.6
"Nov 11, 07:00 pm",0,0,12.8,0,1.5
"Nov 11, 08:00 pm",0,0,11.1,0,2.6
"Nov 11, 09:00 pm",0,0,10.6,0,2.1
"Nov 11, 10:00 pm",0,0,10.6,0,3.1
"Nov 11, 11:00 pm",0,0,10,0,3.1
"Nov 12, 12:00 am",0,0,10,0,2.1
"Nov 12, 01:00 am",0,0,8.9,0,1.5
"Nov 12, 02:00 am",0,0,8.3,0,1.5
"Nov 12, 03:00 am",0,0,7.8,0,0
"Nov 12, 04:00 am",0,0,7.2,0,1.5
"Nov 12, 05:00 am",0,0,7.2,0,0
"Nov 12, 06:00 am",44.0836,25,7.2,76.554,0
"Nov 12, 07:00 am",282.848,149,11.1,66.3189,0
"Nov 12, 08:00 am",548.681,341,16.7,52.5581,0
"Nov 12, 09:00 am",594.551,402,20,39.4544,1.5
"Nov 12, 10:00 am",837.264,577,23.3,28.0311,1.5
"Nov 12, 11:00 am",889.955,618,24.4,21.2418,3.1
"Nov 12, 12:00 pm",928.316,642,25,23.5282,3.1
"Nov 12, 01:00 pm",782.206,527,25.6,33.0547,2.1
"Nov 12, 02:00 pm",602.754,392,25,45.4671,2.6
"Nov 12, 03:00 pm",260.53,178,24.4,58.9476,3.6
"Nov 12, 04:00 pm",74.2728,50,21.1,72.5423,2.6
"Nov 12, 05:00 pm",0,0,15,0,1.5
"Nov 12, 06:00 pm",0,0,13.3,0,3.1
"Nov 12, 07:00 pm",0,0,12.8,0,2.6
"Nov 12, 08:00 pm",0,0,15,0,3.6
"Nov 12, 09:00 pm",0,0,11.1,0,3.6
"Nov 12, 10:00 pm",0,0,10,0,3.1
"Nov 12, 11:00 pm",0,0,10,0,2.6
"Nov 13, 12:00 am",0,0,11.7,0,2.6
"Nov 13, 01:00 am",0,0,9.4,0,2.1
"Nov 13, 02:00 am",0,0,9.4,0,2.6
"Nov 13, 03:00 am",0,0,8.9,0,2.1
"Nov 13, 04:00 am",0,0,9.4,0,2.1
"Nov 13, 05:00 am",0,0,12.2,0,1.5
"Nov 13, 06:00 am",21.9836,20,12.2,76.5113,2.1
"Nov 13, 07:00 am",65.5435,62,15.6,66.4035,2.1
"Nov 13, 08:00 am",236.267,194,18.3,52.6734,3.1
"Nov 13, 09:00 am",551.243,389,20.6,39.6109,4.1
"Nov 13, 10:00 am",289.893,288,22.2,28.2464,4.6
"Nov 13, 11:00 am",273.05,274,22.8,21.509,4.1
"Nov 13, 12:00 pm",427.826,355,23.9,23.7463,4.1
"Nov 13, 01:00 pm",177.907,183,23.3,33.187,5.2
"Nov 13, 02:00 pm",150.375,153,22.2,45.5416,2.1
"Nov 13, 03:00 pm",87.1605,90,21.1,58.9837,0
"Nov 13, 04:00 pm",12.2517,12,21.1,72.4772,2.6
"Nov 13, 05:00 pm",0,0,20,0,5.7
"Nov 13, 06:00 pm",0,0,17.2,0,2.6
"Nov 13, 07:00 pm",0,0,17.8,0,3.1
"Nov 13, 08:00 pm",0,0,19.4,0,5.2
"Nov 13, 09:00 pm",0,0,19.4,0,6.2
"Nov 13, 10:00 pm",0,0,17.8,0,3.6
"Nov 13, 11:00 pm",0,0,17.8,0,3.6
"Nov 14, 12:00 am",0,0,16.1,0,2.6
"Nov 14, 01:00 am",0,0,17.2,0,4.1
"Nov 14, 02:00 am",0,0,17.8,0,3.1
"Nov 14, 03:00 am",0,0,18.3,0,3.1
"Nov 14, 04:00 am",0,0,19.4,0,4.1
"Nov 14, 05:00 am",0,0,18.9,0,5.2
"Nov 14, 06:00 am",12.7281,14,18.9,76.4713,4.1
"Nov 14, 07:00 am",183.332,117,20,66.4908,4.1
"Nov 14, 08:00 am",175.66,162,21.1,52.7908,4.1
"Nov 14, 09:00 am",264.799,238,22.2,39.7686,3.6
"Nov 14, 10:00 am",385.481,342,24.4,28.4609,5.2
"Nov 14, 11:00 am",548.269,417,26.1,21.7717,5.2
"Nov 14, 12:00 pm",411.267,321,25,23.9591,4.1
"Nov 14, 01:00 pm",249.363,228,25.6,33.3151,3.1
"Nov 14, 02:00 pm",283.86,248,26.1,45.6121,4.1
"Nov 14, 03:00 pm",163.772,128,25,59.0161,3.1
"Nov 14, 04:00 pm",47.5968,38,22.8,72.4119,3.6
"Nov 14, 05:00 pm",0,0,20,0,3.1
"Nov 14, 06:00 pm",0,0,18.3,0,4.1
"Nov 14, 07:00 pm",0,0,18.3,0,4.6
"Nov 14, 08:00 pm",0,0,18.9,0,5.2
"Nov 14, 09:00 pm",0,0,18.9,0,5.2
"Nov 14, 10:00 pm",0,0,18.9,0,4.6
"Nov 14, 11:00 pm",0,0,18.9,0,5.2
"Nov 15, 12:00 am",0,0,18.9,0,4.1
"Nov 15, 01:00 am",0,0,20,0,5.2
"Nov 15, 02:00 am",0,0,20,0,5.2
"Nov 15, 03:00 am",0,0,20.6,0,4.6
"Nov 15, 04:00 am",0,0,20.6,0,3.6
"Nov 15, 05:00 am",0,0,21.1,0,5.7
"Nov 15, 06:00 am",11.0872,12,21.1,76.434,5.7
"Nov 15, 07:00 am",86.6706,75,22.2,66.5805,6.7
"Nov 15, 08:00 am",165.814,164,23.3,52.9103,6.2
"Nov 15, 09:00 am",353.929,310,25,39.9275,7.2
"Nov 15, 10:00 am",330.79,271,25,28.6745,8.2
"Nov 15, 11:00 am",257.246,260,26.1,22.0297,9.3
"Nov 15, 12:00 pm",236.91,240,26.7,24.1666,7.2
"Nov 15, 01:00 pm",116.378,123,25,33.4386,7.2
"Nov 15, 02:00 pm",93.3259,100,23.9,45.6785,8.2
"Nov 15, 03:00 pm",49.1924,54,19.4,59.0446,6.7
"Nov 15, 04:00 pm",33.2916,33,19.4,72.3463,5.2
"Nov 15, 05:00 pm",0,0,16.7,0,10.3
"Nov 15, 06:00 pm",0,0,13.9,0,7.7
"Nov 15, 07:00 pm",0,0,13.3,0,5.7
"Nov 15, 08:00 pm",0,0,12.8,0,10.3
"Nov 15, 09:00 pm",0,0,11.1,0,10.3
"Nov 15, 10:00 pm",0,0,10,0,6.7
"Nov 15, 11:00 pm",0,0,9.4,0,4.1
"Nov 16, 12:00 am",0,0,8.9,0,4.1
"Nov 16, 01:00 am",0,0,7.8,0,3.6
"Nov 16, 02:00 am",0,0,6.7,0,2.6
"Nov 16, 03:00 am",0,0,6.1,0,2.1
"Nov 16, 04:00 am",0,0,6.7,0,3.1
"Nov 16, 05:00 am",0,0,6.1,0,3.1
"Nov 16, 06:00 am",23.6691,16,6.1,76.3995,3.1
"Nov 16, 07:00 am",228.987,122,7.2,66.6726,5.7
"Nov 16, 08:00 am",490.826,302,7.8,53.0318,8.2
"Nov 16, 09:00 am",710.663,467,8.9,40.0873,8.8
"Nov 16, 10:00 am",858.329,583,9.4,28.8868,5.2
"Nov 16, 11:00 am",930.158,637,9.4,22.2829,5.2
"Nov 16, 12:00 pm",915.527,625,9.4,24.3686,6.7
"Nov 16, 01:00 pm",751.735,502,9.4,33.5577,9.3
"Nov 16, 02:00 pm",596.964,379,8.9,45.7408,7.7
"Nov 16, 03:00 pm",380.834,218,8.3,59.0693,3.6
"Nov 16, 04:00 pm",108.484,51,6.7,72.2804,4.1
"Nov 16, 05:00 pm",0,0,5,0,4.1
"Nov 16, 06:00 pm",0,0,3.9,0,3.6
"Nov 16, 07:00 pm",0,0,1.7,0,1.5
"Nov 16, 08:00 pm",0,0,1.7,0,3.6
"Nov 16, 09:00 pm",0,0,0.6,0,1.5
"Nov 16, 10:00 pm",0,0,-0.6,0,0
"Nov 16, 11:00 pm",0,0,-1.7,0,1.5
"Nov 17, 12:00 am",0,0,-1.7,0,0
"Nov 17, 01:00 am",0,0,-2.2,0,2.1
"Nov 17, 02:00 am",0,0,-2.2,0,1.5
"Nov 17, 03:00 am",0,0,-2.8,0,0
"Nov 17, 04:00 am",0,0,-2.8,0,0
"Nov 17, 05:00 am",0,0,-2.8,0,0
"Nov 17, 06:00 am",11.3758,12,-2.2,76.3677,1.5
"Nov 17, 07:00 am",132.281,87,0.6,66.7671,2.1
"Nov 17, 08:00 am",425.605,279,3.9,53.155,4.1
"Nov 17, 09:00 am",574.744,402,6.7,40.2479,4.1
"Nov 17, 10:00 am",814.797,564,8.3,29.0978,3.1
"Nov 17, 11:00 am",807.102,577,9.4,22.5313,2.6
"Nov 17, 12:00 pm",829.209,571,11.1,24.5652,3.1
"Nov 17, 01:00 pm",646.329,453,11.1,33.6721,3.1
"Nov 17, 02:00 pm",489.738,339,11.7,45.799,3.1
"Nov 17, 03:00 pm",275.607,186,11.7,59.09,3.1
"Nov 17, 04:00 pm",53.6807,42,8.3,72.2143,2.1
"Nov 17, 05:00 pm",0,0,5.6,0,2.1
"Nov 17, 06:00 pm",0,0,4.4,0,0
"Nov 17, 07:00 pm",0,0,3.9,0,0
"Nov 17, 08:00 pm",0,0,4.4,0,1.5
"Nov 17, 09:00 pm",0,0,5,0,0
"Nov 17, 10:00 pm",0,0,5.6,0,2.6
"Nov 17, 11:00 pm",0,0,5.6,0,2.6
"Nov 18, 12:00 am",0,0,5.6,0,2.1
"Nov 18, 01:00 am",0,0,6.1,0,2.1
"Nov 18, 02:00 am",0,0,6.7,0,1.5
"Nov 18, 03:00 am",0,0,7.2,0,2.6
"Nov 18, 04:00 am",0,0,7.2,0,0
"Nov 18, 05:00 am",0,0,6.7,0,1.5
"Nov 18, 06:00 am",9.99088,11,6.7,76.3386,1.5
"Nov 18, 07:00 am",34.9857,38,7.8,66.8638,2.1
"Nov 18, 08:00 am",334.832,240,11.1,53.2799,2.6
"Nov 18, 09:00 am",406.165,323,12.8,40.4092,3.1
"Nov 18, 10:00 am",233.958,232,13.9,29.3073,3.1
"Nov 18, 11:00 am",283.044,283,15.6,22.7748,2.6
"Nov 18, 12:00 pm",237.55,241,15.6,24.7561,2.6
"Nov 18, 01:00 pm",174.991,181,15.6,33.7817,4.1
"Nov 18, 02:00 pm",209.986,206,15.6,45.8529,3.6
"Nov 18, 03:00 pm",131.106,126,14.4,59.1068,2.6
"Nov 18, 04:00 pm",28.2377,29,11.7,72.1479,3.1
"Nov 18, 05:00 pm",0,0,10.6,0,0
"Nov 18, 06:00 pm",0,0,9.4,0,0
"Nov 18, 07:00 pm",0,0,9.4,0,2.1
"Nov 18, 08:00 pm",0,0,9.4,0,0
"Nov 18, 09:00 pm",0,0,9.4,0,2.1
"Nov 18, 10:00 pm",0,0,10,0,0
"Nov 18, 11:00 pm",0,0,9.4,0,2.1
"Nov 19, 12:00 am",0,0,9.4,0,2.1
"Nov 19, 01:00 am",0,0,7.2,0,0
"Nov 19, 02:00 am",0,0,6.1,0,1.5
"Nov 19, 03:00 am",0,0,6.1,0,0
"Nov 19, 04:00 am",0,0,5.6,0,0
"Nov 19, 05:00 am",0,0,7.2,0,1.5
"Nov 19, 06:00 am",11.0086,11,7.8,76.3123,1.5
"Nov 19, 07:00 am",157.778,99,10.6,66.9626,3.1
"Nov 19, 08:00 am",251.299,180,13.9,53.4064,3.1
"Nov 19, 09:00 am",493.26,362,15,40.5709,4.1
"Nov 19, 10:00 am",547.496,414,16.1,29.515,3.1
"Nov 19, 11:00 am",791.778,561,18.9,23.0131,3.1
"Nov 19, 12:00 pm",843.877,584,20,24.9413,2.1
"Nov 19, 01:00 pm",526.975,393,20.6,33.8865,2.1
"Nov 19, 02:00 pm",320.763,238,20,45.9025,1.5
"Nov 19, 03:00 pm",134.577,106,19.4,59.1197,3.1
"Nov 19, 04:00 pm",57.7128,39,13.9,72.0814,2.1
"Nov 19, 05:00 pm",0,0,10.6,0,1.5
"Nov 19, 06:00 pm",0,0,8.9,0,2.1
"Nov 19, 07:00 pm",0,0,8.3,0,2.6
"Nov 19, 08:00 pm",0,0,7.8,0,3.1
"Nov 19, 09:00 pm",0,0,8.9,0,3.6
"Nov 19, 10:00 pm",0,0,7.8,0,3.1
"Nov 19, 11:00 pm",0,0,6.7,0,3.6
"Nov 20, 12:00 am",0,0,6.1,0,3.1
"Nov 20, 01:00 am",0,0,6.1,0,1.5
"Nov 20, 02:00 am",0,0,5.6,0,2.1
"Nov 20, 03:00 am",0,0,5.6,0,2.1
"Nov 20, 04:00 am",0,0,5,0,1.5
"Nov 20, 05:00 am",0,0,5.6,0,0
"Nov 20, 06:00 am",20.017,16,5,76.2886,0
"Nov 20, 07:00 am",224.883,111,9.4,67.0635,2.6
"Nov 20, 08:00 am",504.394,301,14.4,53.5343,4.1
"Nov 20, 09:00 am",696.111,448,17.8,40.733,4.1
"Nov 20, 10:00 am",871.621,579,20.6,29.7208,3.6
"Nov 20, 11:00 am",927.014,628,21.7,23.2463,3.6
"Nov 20, 12:00 pm",905.898,611,22.8,25.1208,4.6
"Nov 20, 01:00 pm",815.847,533,23.9,33.9864,3.1
"Nov 20, 02:00 pm",637.291,395,23.9,45.9478,4.1
"Nov 20, 03:00 pm",394.496,217,23.3,59.1286,3.6
"Nov 20, 04:00 pm",122.39,52,20,72.0146,1.5
"Nov 20, 05:00 pm",0,0,15.6,0,2.1
"Nov 20, 06:00 pm",0,0,14.4,0,1.5
"Nov 20, 07:00 pm",0,0,12.8,0,2.1
"Nov 20, 08:00 pm",0,0,12.8,0,3.1
"Nov 20, 09:00 pm",0,0,14.4,0,3.1
"Nov 20, 10:00 pm",0,0,13.3,0,2.6
"Nov 20, 11:00 pm",0,0,11.7,0,2.6
"Nov 21, 12:00 am",0,0,11.7,0,2.1
"Nov 21, 01:00 am",0,0,12.2,0,2.1
"Nov 21, 02:00 am",0,0,12.2,0,2.1
"Nov 21, 03:00 am",0,0,12.8,0,1.5
"Nov 21, 04:00 am",0,0,14.4,0,0
"Nov 21, 05:00 am",0,0,15.6,0,2.1
"Nov 21, 06:00 am",5.86818,5,16.7,76.2676,2.6
"Nov 21, 07:00 am",72.3306,69,16.7,67.1663,4.1
"Nov 21, 08:00 am",131.294,122,17.8,53.6635,4.6
"Nov 21, 09:00 am",360.12,285,17.8,40.8951,2.6
"Nov 21, 10:00 am",669.485,480,19.4,29.9245,2.1
"Nov 21, 11:00 am",707.688,502,21.1,23.4742,2.6
"Nov 21, 12:00 pm",805.672,546,20.6,25.2944,3.6
"Nov 21, 01:00 pm",284.033,238,20.6,34.0814,2.6
"Nov 21, 02:00 pm",90.1596,93,20.6,45.9886,3.1
"Nov 21, 03:00 pm",107.711,106,19.4,59.1335,3.1
"Nov 21, 04:00 pm",22.655,25,18.3,71.9477,2.6
"Nov 21, 05:00 pm",0,0,17.8,0,1.5
"Nov 21, 06:00 pm",0,0,16.7,0,0
"Nov 21, 07:00 pm",0,0,17.2,0,0
"Nov 21, 08:00 pm",0,0,17.8,0,0
"Nov 21, 09:00 pm",0,0,17.2,0,0
"Nov 21, 10:00 pm",0,0,17.8,0,2.1
"Nov 21, 11:00 pm",0,0,17.8,0,2.1
"Nov 22, 12:00 am",0,0,18.3,0,2.6
"Nov 22, 01:00 am",0,0,18.9,0,4.1
"Nov 22, 02:00 am",0,0,19.4,0,4.1
"Nov 22, 03:00 am",0,0,19.4,0,3.6
"Nov 22, 04:00 am",0,0,19.4,0,2.6
"Nov 22, 05:00 am",0,0,19.4,0,4.1
"Nov 22, 06:00 am",3.74499,4,19.4,76.2492,4.1
"Nov 22, 07:00 am",26.2292,28,19.4,67.271,4.6
"Nov 22, 08:00 am",64.8896,70,20,53.794,6.2
"Nov 22, 09:00 am",105.113,113,20.6,41.0573,5.2
"Nov 22, 10:00 am",135.992,144,21.1,30.1259,5.2
"Nov 22, 11:00 am",187.061,194,22.8,23.6967,7.7
"Nov 22, 12:00 pm",162.427,171,21.7,25.462,5.2
"Nov 22, 01:00 pm",156.734,164,13.9,34.1712,9.3
"Nov 22, 02:00 pm",113.721,120,12.2,46.025,9.3
"Nov 22, 03:00 pm",67.2208,71,11.1,59.1343,6.2
"Nov 22, 04:00 pm",19.0974,21,10.6,71.8807,5.2
"Nov 22, 05:00 pm",0,0,10,0,5.2
"Nov 22, 06:00 pm",0,0,9.4,0,4.6
"Nov 22, 07:00 pm",0,0,8.9,0,6.2
"Nov 22, 08:00 pm",0,0,8.3,0,5.2
"Nov 22, 09:00 pm",0,0,8.3,0,6.2
"Nov 22, 10:00 pm",0,0,7.8,0,7.7
"Nov 22, 11:00 pm",0,0,7.2,0,7.2
"Nov 23, 12:00 am",0,0,7.2,0,4.6
"Nov 23, 01:00 am",0,0,7.2,0,7.7
"Nov 23, 02:00 am",0,0,6.7,0,7.2
"Nov 23, 03:00 am",0,0,5.6,0,5.2
"Nov 23, 04:00 am",0,0,3.9,0,6.2
"Nov 23, 05:00 am",0,0,3.3,0,5.2
"Nov 23, 06:00 am",18.9124,13,2.8,76.2334,6.2
"Nov 23, 07:00 am",114.063,81,3.9,67.3774,5.2
"Nov 23, 08:00 am",423.159,258,6.1,53.9254,5.2
"Nov 23, 09:00 am",656.549,428,6.7,41.2193,7.7
"Nov 23, 10:00 am",759.895,505,6.7,30.325,6.2
"Nov 23, 11:00 am",914.753,613,7.8,23.9138,6.2
"Nov 23, 12:00 pm",913.179,609,8.9,25.6236,7.7
"Nov 23, 01:00 pm",819.438,533,9.4,34.2559,4.1
"Nov 23, 02:00 pm",631.599,389,9.4,46.0569,5.2
"Nov 23, 03:00 pm",377.711,206,8.9,59.1312,4.6
"Nov 23, 04:00 pm",107.558,48,7.2,71.8136,4.1
"Nov 23, 05:00 pm",0,0,5.6,0,3.6
"Nov 23, 06:00 pm",0,0,3.3,0,2.1
"Nov 23, 07:00 pm",0,0,3.3,0,1.5
"Nov 23, 08:00 pm",0,0,1.7,0,0
"Nov 23, 09:00 pm",0,0,1.1,0,0
"Nov 23, 10:00 pm",0,0,0,0,0
"Nov 23, 11:00 pm",0,0,-0.6,0,0
"Nov 24, 12:00 am",0,0,-1.1,0,0
"Nov 24, 01:00 am",0,0,-1.1,0,0
"Nov 24, 02:00 am",0,0,-1.1,0,2.1
"Nov 24, 03:00 am",0,0,-0.6,0,3.6
"Nov 24, 04:00 am",0,0,-0.6,0,2.6
"Nov 24, 05:00 am",0,0,-1.1,0,3.1
"Nov 24, 06:00 am",15.1121,12,0.6,76.2202,3.6
"Nov 24, 07:00 am",229.429,108,3.3,67.4855,4.6
"Nov 24, 08:00 am",501.883,293,6.7,54.0578,3.6
"Nov 24, 09:00 am",725.499,459,8.9,41.3809,4.6
"Nov 24, 10:00 am",878.123,576,10.6,30.5214,5.2
"Nov 24, 11:00 am",934.29,626,12.2,24.1253,4.6
"Nov 24, 12:00 pm",919.298,614,13.3,25.7791,4.6
"Nov 24, 01:00 pm",825.887,533,15,34.3354,5.2
"Nov 24, 02:00 pm",645.287,394,15.6,46.0843,5.7
"Nov 24, 03:00 pm",392.451,213,14.4,59.124,4.1
"Nov 24, 04:00 pm",103.446,49,11.7,71.7464,4.1
"Nov 24, 05:00 pm",0,0,8.3,0,3.1
"Nov 24, 06:00 pm",0,0,7.8,0,4.1
"Nov 24, 07:00 pm",0,0,7.8,0,3.6
"Nov 24, 08:00 pm",0,0,8.3,0,4.6
"Nov 24, 09:00 pm",0,0,8.3,0,5.2
"Nov 24, 10:00 pm",0,0,8.9,0,5.2
"Nov 24, 11:00 pm",0,0,8.3,0,4.6
"Nov 25, 12:00 am",0,0,8.3,0,4.6
"Nov 25, 01:00 am",0,0,7.8,0,4.6
"Nov 25, 02:00 am",0,0,8.3,0,4.1
