Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
01,14.35311477492059,16.911305339552353,14.35253791663647,14.654350164504706,15.074352192838235,15.888304494235292,15.376034219662351,23.802292892711765,32.15038483885883,35.09047187108235,43.061386416082364,42.161723889688226,39.79137850482942,43.89560188871764,40.765133100870585,40.02433942312353,34.66477506989412,20.771590643041183,17.71251618833529,18.464592675517647,18.305412403241178,15.381705658654706,14.864567509540002,15.887955479288825
02,14.705215518525623,14.161601665968124,15.793028494060625,16.336659443762503,14.161175727618748,14.705855358550622,15.793689227099373,25.84050869294375,30.75496457801875,35.71600520133126,41.32568424053125,44.77093312688125,38.928281567675,43.06826502596875,41.85273262164375,40.509909541199995,34.04895336864375,21.923356630706248,17.47804047429375,18.022706788568748,18.56959358686875,15.798753034571252,15.249136672979997,15.79303393759375
03,15.127127187499473,14.669304508111583,14.210680067871053,14.211190988580528,15.585009239692633,13.779463830013684,20.742554772591053,28.27265084768948,32.634248826647365,38.13358070443684,41.07677457831053,39.22411977456842,40.24276974336316,42.00493213258947,39.00977897319999,35.246320280168426,25.4010041876579,18.5324462377579,17.901835925373685,17.285893406247368,15.78615610694105,15.353793697668948,14.901945297552633,13.753249222465262
04,14.9606416329125,11.6902526035625,14.682480362006874,12.510967448545,14.146624416065626,14.677498805322502,21.93661083598125,27.62778277876875,31.442360267387503,38.307196978168754,39.221134759937506,33.6468732107,41.282206486275,37.19406214930625,34.96242365096875,29.27035923470625,21.327242165343748,15.267920551975626,16.35616428637,16.17201342752875,14.328142183581875,13.112348872103123,14.624598223135623,12.510947507456875
05,12.750854450449333,12.171497512645999,13.025806739599998,11.895456747534002,12.172011662354002,12.750685928800001,20.438491855819997,25.215098072160004,30.23180977412,33.46816325411333,36.12376465488667,30.06683480050001,35.53512107197333,34.88436573246,33.64282782757333,26.64457704411333,17.855517728440002,16.262711509402667,15.101403316084,13.557785386435334,13.13596902328,11.59318411022,13.907203877417333,12.171453534349999
06,11.659164674621252,11.137961424841873,9.773183352804999,11.398881233913123,12.482879415477498,10.315154798478124,18.5170719250125,23.64292338358125,26.399464549456248,29.83048735260625,32.09026242560625,27.550156061087495,32.09170642295625,33.1438778479125,27.031343194356253,26.37173979115625,16.638454547823123,10.79719052882125,15.568363485053121,11.424470013888124,13.026703062640625,10.314829368421874,11.399362248515,10.315381269335628
07,13.305897376495334,9.261662110686666,10.417344108782002,9.262035826256001,12.727813803547331,10.417316873988002,17.467901680553332,19.86651146562667,26.19237549523333,28.064169083333336,31.56561180436,26.40821575758,30.042146679433337,28.824412504293328,27.46307680862,22.921533992226667,14.577801888605999,13.911962166763335,12.174976474831332,13.332730775781332,10.419422916860666,10.417364322496667,9.839448660065333,9.943673018239334
08,9.139504927753682,10.507851405831579,11.419501734707367,10.507899307806314,10.507546824600526,8.834948999318419,18.096588130773682,22.274390489731584,24.048063743457895,28.790176845247373,30.410619331126316,26.310649996889477,30.131996596863157,27.86023675227895,28.74854795827895,22.177073103326315,16.278123927419472,10.761571438220525,14.641541279460524,10.986460279386842,10.96638764341263,11.875670615219475,10.051823104785264,10.051868733440001
09,11.747734259137056,10.728257835879411,10.728031461661764,11.238290673162943,9.708629565392352,12.768135307018234,18.011765726776474,22.456022500958824,26.110042368158823,30.14814921351176,32.791625201864704,27.47725839649412,31.164023764117648,31.25261737792353,29.03831749061765,24.044129069141174,14.645991083424116,15.169426710815882,11.955429927264706,14.840137163433532,10.220668094028824,10.218394954179999,12.767412613847648,10.218361035464707
10,11.010020835441333,13.903097980856668,10.432120583474001,13.324504222439998,11.580587251289332,10.441443911642,21.608716267526674,24.01128869963333,29.39175607684667,32.486732505973336,35.79110128713334,29.749025109693335,35.83780523017334,33.32206983474,30.355703862953327,26.34637360456667,17.84898748261333,14.517024113923334,15.674890447810666,13.356162566890665,13.906850107612001,11.010783975182669,11.010204585752001,13.324507094247998
11,12.995410834406,12.181145267389999,14.497175939138,12.859281028168663,13.239539869242,13.339520337760002,14.535062013967336,24.148337248533334,26.87994105856,32.82415829189333,37.30920632770666,35.24144694046666,35.4753666447,37.98138206577333,36.13238842487333,33.691432178573336,27.00393175738,20.504670618673334,16.208532886962665,13.954378801514,15.690496979699331,13.342122361408,13.339319590966666,13.103098326143334
12,14.343339498117647,14.854741584988822,13.831461967955294,13.960826095394705,14.725554596508823,14.163638636152942,15.03619186782353,25.261469984682353,28.11568193837059,34.935741463041175,38.29314032575882,42.047110264411764,36.07127459008235,43.62294786632941,39.34175208071764,36.646729654670594,34.36580599822352,18.03871531154706,17.976567379147053,17.461704307423528,17.46270520888235,16.906179335925884,14.34328701533353,12.808539295846472
01,17.42799425,17.4257174187,8.72156845031,17.4264549574,17.4259903231,17.4254156378,8.72307937344,26.3926127977,35.3779796144,35.5193272105,44.6902731709,44.7776113022,35.6064668353,44.7785632818,44.4268069391,35.9238788954,35.466110467,17.5457830975,21.4896553659,22.1957654442,17.4772532469,8.72512280353,17.4279076703,17.4242932364,1
02,17.4253188885,17.4260377483,8.72169844669,17.4267460707,17.4262349107,17.425603938,8.72149986276,26.3924910319,35.3775260592,35.5185036526,44.6887226257,44.7756798021,35.6050584076,44.7762979873,42.7521437407,37.5911663539,35.4642874376,17.5450662473,17.4813621169,26.2059142993,17.4765115619,8.72477561872,17.427161878,17.4235701571,1
03,17.4225018168,8.71970489224,17.4223273405,17.4213092363,17.4202281863,8.72162827153,17.4191953961,26.3821196906,26.5188061201,35.5102357456,44.6513757995,44.743570435,35.5880086239,44.7470789499,44.6544505628,35.6368876635,35.4410348127,17.5363365585,17.4728040723,17.473343535,17.4744755458,17.4279447512,17.4213029266,17.420219942,1
04,17.4076295191,8.71122567852,17.4048461074,17.4049724442,8.71322408557,17.4067348292,17.5690813303,35.2934088148,26.5672649924,44.531000289,35.7003730432,35.521490019,44.625482986,35.6322632829,35.5724074526,35.3800056593,17.5121562021,17.4561062119,17.4539083989,17.4549632855,17.4109275689,8.7121472119,17.4057874013,17.4059457313,1
05,17.3883582572,8.70390698904,17.3875737569,8.70361624024,17.3906342824,8.70336334614,26.2937962006,26.413764968,26.5056846668,35.530688321,43.0740887599,27.9819425171,35.5938677196,35.5348191362,35.4690174439,32.4628723792,20.2806026458,8.72495028117,17.4338141908,17.4325874619,17.3926532437,8.70369257444,16.4521674272,9.63808663887,1
06,17.368919194249997,8.694426633545,8.694453919285,17.369023014,8.694580931855,8.694626516575,26.24110923405,17.5738983713,34.092831399299996,27.713859033200002,35.46211078965,26.48290206435,35.466188263899994,35.402809834699994,26.5138123316,26.40357295845,17.456002733,17.409184979899997,8.71305650112,17.40790721365,8.696446814405,17.368683715400003,8.69440808576,8.69445880064,2
07,17.3528420732,8.68555410912,8.68502547038,8.68657875486,17.3523658763,8.68496373234,17.4746225129,17.5361010959,26.372408211,35.306392397,26.5300866516,26.4196794961,35.3561103805,26.4905801993,26.4469320939,26.3469401031,17.4322465574,8.70432308195,17.38836656,8.70402485836,8.68819335896,17.3507960343,8.68670200234,8.6861349473,1
08,8.6853748708,17.349158058,8.68580006767,8.68522174001,8.68467279632,8.68619599411,17.4735487474,26.2959191338,26.3680967209,26.4864126265,35.3485147101,26.4146149274,26.5250829872,26.47842289,35.2509864873,17.5656230884,17.4296895153,8.70368219843,17.3871735276,8.70330102449,17.3553864466,8.68483112326,8.68427794962,8.68576092176,1
09,17.3647568294,8.69228633427,8.69218345716,17.3640299073,8.69184870029,8.69173550894,26.2304234892,17.5616735032,26.4180359543,35.3775124299,35.4235473666,26.4672613638,34.2597882682,27.7038261644,26.4941724592,26.3862095521,17.4510912813,17.4047887804,8.71058360877,17.402492348,8.69392029342,17.3632537279,8.69145483361,8.69134631276,1
10,8.70139123577,8.70208958406,17.3836234336,8.7014572051,17.3858312003,8.70083947602,26.284710926,26.4020079675,26.4912026985,35.4970464488,35.5598062445,35.3883760131,35.5517757962,35.4918362478,35.427140457,26.4572740494,17.4815144417,17.4262485185,8.72488702162,17.4272126855,17.3891414242,8.70178728257,8.7024296404,17.3843295179,1
11,17.40289480745,8.711649583035001,17.4032515615,13.0571392045,13.05730376747,13.376336707690001,12.739772929179999,26.33596701395,26.46372265965,35.41130522685,35.6124293859,43.60213888435,32.05724135035,40.13842489465,39.1029772025,36.51192227505,30.9490074606,17.510286491949998,17.45292480645,17.45018489745,17.452575733,17.40846346225,8.71151347629,17.40287809885,2
12,17.4164021064,17.4182597363,8.71755761159,17.4176607069,17.4192541984,8.71800744984,17.4187300226,26.3703561371,26.5058448364,35.4935825564,44.6246694452,44.7216025042,35.5645479271,44.7208188661,35.6953419782,44.5448877487,26.5854238923,26.2866246421,17.4686218201,17.4691464272,17.4697011398,17.4225687666,8.71973586217,17.4162074476,1
01,14.813695080074002,17.423303430249998,14.812630391415999,11.332758059175001,17.42361960614,16.553491466912998,12.800390948512998,18.675375209925,25.50088484213,29.147446614569997,35.519362286559996,35.56696969448,31.46530250294,36.00211147953,34.63527258248,34.58104725801,30.080142031080005,23.71500035327,17.578582472740003,15.127489190037,16.151313438842,15.685155057477,16.553028574679,12.202323370641
02,17.4248478227625,15.248522287376252,12.4478931888525,15.874062771877501,16.370103686391253,14.1272388189175,13.073678182333751,20.787019473375,23.1006572035,29.802563119275003,35.506398317825,35.558576720825,31.025769071687495,38.438707444449996,32.6256774497375,32.1499623133,34.2726374873875,23.06132455005,13.09426017253375,18.53852045071875,18.535095779712503,11.986813126225,15.24952812708875,16.33617538853625
03,14.301034381495,12.919761626025,16.32822731596375,13.416752461636252,13.8046866820325,16.328333495148748,16.92427196999375,25.85490221659625,27.5783136511125,31.0400152875125,37.779832718212496,32.1432904128375,34.4368753951625,35.5269396785375,33.192993527249996,33.2686404913875,23.4608765784375,19.294988398775,15.26590834716875,16.3536184732825,15.2501628327225,13.678879440720001,14.629349772058752,15.242178297895
04,13.538172542555555,14.91247820159778,11.19647062173,15.468712002725555,13.536482705449998,12.572106998581111,20.40122131780667,21.462979307455555,24.4950204847,32.16451118926667,31.815627226555552,31.42358818331111,32.50707148864444,31.484700068888895,31.051464271,27.836314896533338,21.41870760558889,15.487336066856663,13.558495398483334,16.45431177039111,13.538985113058889,12.571912486113334,14.502880660388886,12.571859729051111
05,8.699040407598888,15.449740278594444,10.62770660762111,11.592534313523334,13.520335385596669,10.628160359497777,16.49501194117667,21.4196875887,22.476736178055557,30.40854685132222,30.4342837363,25.472125913122223,29.459996098722222,29.435531674744443,28.431737241366665,26.096003892788886,17.79089982835556,13.539281347066668,14.501733972072222,11.607256323287778,14.486797547535556,11.592342579263335,11.593114162354444,13.520637481484444
06,11.941914823469999,11.626573904955,9.125018758640001,13.988071824174998,8.69009107887875,11.9414876753725,14.173593758838749,19.690329994567502,23.034052061537498,26.429894677975,27.563881308575,24.188162018962498,28.666415865275,25.3175452295125,26.4146005536375,23.8225496189875,16.6956107603375,13.041600995680001,11.9562928015675,13.03891752610625,9.77554611900625,12.034038448531252,10.76562764120375,11.94160451091375
